area,city,floor,location,price,rooms,source,square_price,title,opstina,latitude,longitude
58,Beograd,0," Opština Palilula, Borča, Modrička",87000,3.5,halooglasi,1500,"Palilula, Borča - Modrička",Palilula,44.8934135,20.466035
67,Beograd,0," Opština Palilula, Borča",93700,2.0,halooglasi,1399,Borča Centar 5 2.0,Palilula,44.8773292,20.4570078
43,Beograd,2," Opština Zemun, Altina, Ugrinovački put 82g",76000,1.5,halooglasi,1784,"Jednoiposoban stan 42,6 m2",Zemun,44.8573939,20.3568478
66,Beograd,1," Opština Voždovac, Ustanička, Vidska",170000,3.0,halooglasi,2576,"Trosoban stan u Ustaničkoj, 66 m2",Voždovac,44.7887891,20.4738412
87,Beograd,5,"Đeram, Zvezdara opština",235500,3.0,4zida,2707,Šabačka,Zvezdara,44.8059254,20.4829544
65,Beograd,5,"Voždovac, Voždovac opština",155000,3.5,4zida,2385,Kraljevačka,Voždovac,44.7779408,20.4734682
67,Beograd,3," Opština Palilula, Višnjička Banja, Višnjički venac",125000,2.5,halooglasi,1866,"Višnjička banja, Energoprojektove zgrade",Palilula,44.8167592,20.5347643
101,Beograd,p," Opština Novi Beograd, Blok 67 (Belvil), Jurija Gagarina",350000,3.0,halooglasi,3465,Novi Beograd-Belville ID#1173,Novi Beograd,44.8025811,20.3960933
47,Beograd,p," Opština Voždovac, Braće Jerković, Jovana Bijelića",135000,2.0,halooglasi,2872,"Braće Jerković, Jovana Bijelića, 47m2 ID#53600",Voždovac,44.7698888,20.4923167
65,Beograd,0.5," Opština Stari grad, Kosančićev venac, Fruškogorska",250000,3.5,halooglasi,3846,"Prodaja stana, Kosančićev venac, 65m2",Stari Grad,44.8169246,20.4529263
49,Beograd,5," Opština Savski venac, Centar, Gavrila Principa",189000,3.0,halooglasi,3857,"Centar, Gavrila Principa, 3.0, 49 m2",Savski Venac,44.8125802,20.4553952
245,Beograd,1," Opština Savski venac, Dedinje, Flore Sends",890000,6.0,halooglasi,3633,Dedinje-Flore Sends-245m2-Dva Garažna mesta-Uknjiž,Savski Venac,44.764499,20.4604382
49,Beograd,p," Opština Zemun, Centar, Kneza Pavla Karađorđevića",162000,2.5,halooglasi,3306,"Beograd, Centar, Stan, 2.5, 49m2",Zemun,44.8428729,20.4125762
93,Beograd,1," Opština Novi Beograd, Bežanijska kosa 3, ",225000,3.5,halooglasi,2419,Odličan 3.5 stan na Bežanijskoj kosi,Novi Beograd,44.8172862,20.3818887
73,Beograd,1," Opština Palilula, Centar, Svetozara Ćorovića",219000,3.0,halooglasi,3000,Palilula Centar Svetozara Ćorovića 73m2,Palilula,44.8085696,20.4793765
73,Beograd,5,"Banjica, Voždovac opština",150000,3.0,4zida,2055,Bulevar oslobođenja,Voždovac,44.7609447,20.4846031
54,Beograd,p," Opština Voždovac, Banjica, Radomira Markovića",129000,2.0,halooglasi,2389,Odlična lokacija ID#7043,Voždovac,44.7507684,20.4782504
27,Beograd,0.5," Opština Čukarica, Bele vode, Buda Tomovića",58000,1.0,halooglasi,2148,Jednosoban stan na Belim vodama ID#1012,Čukarica,44.7480782,20.4080464
97,Beograd,2,"Bežanijska kosa 2, Bežanijska kosa, Novi Beograd",250000,4.0,4zida,2577,Marka Čelebonovića,Novi Beograd,44.8274753,20.3601175
67,Beograd,2," Opština Rakovica, Petlovo brdo, Mrakovička",129900,2.5,halooglasi,1939,Uknjižen renoviran stan - Petlovo brdo ID#3399,Rakovica,44.7239154,20.4253879
67,Beograd,p," Opština Zemun, Galenika, Sestara Strain",145000,2.0,halooglasi,2164,"Galenika,garaža, parking mesto,52+15,lux ID#1134",Zemun,44.8555722,20.3697118
57,Beograd,1,"Bele Vode, Čukarica, Čukarica opština",110000,2.0,4zida,1930,Milana Šarca,Čukarica,44.7504778,20.4060418
65,Beograd,2," Opština Čukarica, Cerak vinogradi, Vinogradski venac",139000,3.0,halooglasi,2138,"3.0 stan , Ceraku Vinogradi (59m2 + 6m2) + 3m2",Čukarica,44.7418998,20.4141727
62,Beograd,2," Opština Čukarica, Cerak, Stojana Matića",132500,2.0,halooglasi,2137,Čukarica | Stojana Matića | 62m2,Čukarica,44.7546112,20.4167207
56,Beograd,1," Opština Zvezdara, Konjarnik, Slobodana Lale Berberskog",102000,2.0,halooglasi,1821,"Konjarnik, Slobodana Lale Berberskog, 56m2 ID#5359",Zvezdara,44.7841755,20.5055572
55,Beograd,p," Opština Palilula, Borča, Banijska",81900,2.0,halooglasi,1489,"Borča - Banijska-2,0-55m2+4m2 - uknjižen",Palilula,44.8722279,20.4611038
51,Beograd,3," Opština Novi Beograd, Blok 24 (Super Vero), Milutina Milankovića",200000,2.0,halooglasi,3922,"Arena, 51m2, III, cg, lux",Novi Beograd,44.812707,20.4061079
37,Beograd,p," Opština Voždovac, Braće Jerković, Darvinova",79000,2.0,halooglasi,2135,"Voždovac, Braće Jerković - Darvinova",Voždovac,44.7724399,20.4859148
101,Beograd,p," Opština Vračar, Crveni krst, Gročanska",333000,3.0,halooglasi,3297,Lepota funkcionalnosti svakodnevnog života,Vračar,44.7929574,20.4925516
92,Beograd,p," Opština Stari grad, Dorćol, Dositejeva",214000,4.0,halooglasi,2326,"Stari grad, Dositejeva 4.0",Stari Grad,44.8189978,20.4634434
143,Beograd,p," Opština Zemun, Karađorđev trg, Glavna",270000,4.0,halooglasi,1888,"Beograd, Karadjordjev trg, Stan, 4.0, 143m2",Zemun,44.8372525,20.4173053
73,Beograd,2," Opština Zemun, Ugrinovačka",197000,3.5,halooglasi,2699,Novogradnja 73m2 3.5 sa PDV,Zemun,44.848381,20.3745832
100,Beograd,1," Opština Grocka, Kaluđerica, Dragoljuba Stojanovica",107000,3.0,halooglasi,1070,Kaldujerica 3.0 stan prodaja ID#1395,Grocka,44.7571211,20.5620731
46,Beograd,1," Opština Savski venac, Centar, Karađorđeva",135000,2.0,halooglasi,2935,Centar - Karađorđeva ID#3956,Savski Venac,44.8112231,20.4545639
73,Beograd,5," Opština Voždovac, Banjica, Bulevar oslobođenja",155000,3.0,halooglasi,2123,"Banjica, Bulevar oslobođenja, 3.0, pogled",Voždovac,44.7623153,20.4793667
56,Beograd,29," Opština Novi Beograd, Blok 65, Omladinskih brigada",320000,2.0,halooglasi,5714,"Kula West, opremljen, 56m2 ID#6730",Novi Beograd,44.8008078,20.4019011
65,Beograd,0.5," Opština Rakovica, Petlovo brdo, Bubanjskih žrtava",140000,3.0,halooglasi,2154,Stan na Petlovom Brdu dvoiposoban visoko prizemlje,Rakovica,44.7252259,20.4280145
61,Beograd,4,"Kluz, Zvezdara opština",132000,1.5,4zida,2164,Voje Veljkovića,Zvezdara,44.7906074,20.5154643
43,Beograd,p," Opština Čukarica, Vodovodska, Milorada Jovanovića",88000,1.5,halooglasi,2047,"Čukarica, Milorada Jovanovića,5/5",Čukarica,44.7408602,20.3896231
46,Beograd,p," Opština Zvezdara, Cvetkova pijaca, Vojvode Dovezenskog",135000,2.0,halooglasi,2935,"Zvezdara,Cvetkova pijaca- Vojvode Dovezenskog 46m2",Zvezdara,44.793335,20.5035253
100,Beograd,p," Opština Zemun, Gornji grad, Rade Končara",220000,4.0,halooglasi,2200,Uknjižen dupleks u novoj zgradi ID#123043,Zemun,44.8479528,20.3862555
51,Beograd,5," Opština Mladenovac, Mladenovac (mesto), Momčila Živojinovića",59000,1.5,halooglasi,1157,Novogradnja  - akcijska ponuda! Bez provizije!,Mladenovac,44.4482268,20.6927141
54,Beograd,1,"Sremčica, Čukarica opština",95150,3.0,4zida,1762,Beogradska 63,Čukarica,44.6719378,20.3954404
81,Beograd,2,"Crveni Krst Vračar, Vračar",279449,3.5,4zida,3450,Gročanska,Vračar,44.7952913,20.4776657
57,Beograd,p," Opština Savski venac, Senjak, Bulevar Vojvode Mišića",125000,2.5,halooglasi,2193,"Senjak, 57m2, VIII, ta",Savski Venac,44.7908613,20.428536
69,Beograd,p," Opština Novi Beograd, Hotel Jugoslavija, Aleksinačkih rudara",165000,3.0,halooglasi,2391,"Hotel YU, atraktivna lokacija, 69m2 ID#5723",Novi Beograd,44.8272032,20.4195942
97,Beograd,0," Opština Novi Beograd, Dr Ivana Ribara, Dr Ivana Ribara",145000,3.5,halooglasi,1495,"Novi Beograd, Blok 71 - Dr Ivana Ribara",Novi Beograd,44.8017107,20.3693665
46,Beograd,3," Opština Zemun, Zelena avenija, Petra Kočića",179888,1.5,halooglasi,3911,"Zelena aven. nov, 1.5s+z.lođa+gar.mesto, namešten",Zemun,44.8378095,20.4040168
55,Beograd,0.5," Opština Savski venac, Dedinje, Teodora Drajzera",235000,2.0,halooglasi,4273,Dedinje,Savski Venac,44.7782279,20.4583403
99,Beograd,2," Opština Zvezdara, Veliki Mokri Lug, Petkov Kladenac",128700,3.0,halooglasi,1300,"Duplex, novija gradnja 99m2 ID#7260",Zvezdara,44.764301,20.5214013
70,Beograd,p," Opština Novi Beograd, Blok 23, ",249500,3.0,halooglasi,3564,Arena - Namešten - Lux,Novi Beograd,44.808295,20.4243536
126,Beograd,6,"Filmski Grad, Čukarica, Čukarica opština",339000,4.0,4zida,2690,Kneza Viseslava 61,Čukarica,44.7510004,20.4322005
113,Beograd,4,"Senjak, Savski Venac",389000,3.0,4zida,3442,VASE PELAGICA,Savski Venac,44.79186,20.4349016
58,Beograd,2,"Kanarevo Brdo, Rakovica opština",122500,2.5,4zida,2112,Petra Konjovića,Rakovica,44.7521754,20.4553526
96,Beograd,3," Opština Stari grad, Centar, Kraljice Natalije",275000,4.0,halooglasi,2865,"Stari grad, Centar - Kraljice Natalije, 96m2",Stari Grad,44.8140173,20.4576466
43,Beograd,0.5," Opština Novi Beograd, Blok 70 (kineski tržni centar), Jurija Gagarina",130000,2.0,halooglasi,3023,"Jurija Gagarina, Blok 70, Novi Beograd",Novi Beograd,44.8032415,20.3976042
76,Beograd,0," Opština Rakovica, Vidikovac, Katarine Holecev",150000,3.0,halooglasi,1974,"Katarine Holecev, Vidikovac, Rakovica ID#1468",Rakovica,44.7420682,20.429487
60,Beograd,1," Opština Voždovac, Centar, Maksima Gorkog",189900,2.0,halooglasi,3165,Voždovac-Maksima Gorkog-6om2-Uknjižen ID#2535,Voždovac,44.7904315,20.4798765
55,Beograd,3," Opština Zemun, Altina, Aleksandra Petrovića",105000,3.0,halooglasi,1909,"Altina, Aleksandra Petrovića, 55m2, 3.0 ID#2461",Zemun,44.8536854,20.3490879
57,Beograd,1," Opština Novi Beograd, Bežanijska kosa 2, Nikole Dobrovića",175000,1.5,halooglasi,3070,Nikole Dobrovića Bežanijska kosa Novi Beograd B...,Novi Beograd,44.8175029,20.3898153
45,Beograd,1," Opština Zemun, Altina, Ugrinovački put",83380,1.5,halooglasi,1853,"Nova Altina 45m2- novogradnja, uknjižen, lux stan",Zemun,44.8618198,20.3500831
198,Beograd,3,"Sava Centar, Blok 19 Sava Centar, Novi Beograd",459000,4.0,4zida,2318,Kralja Milana,Novi Beograd,44.8453389,20.3912507
75,Beograd,6," Opština Novi Beograd, Blok 65, Tadije Sondermajera",371250,3.0,halooglasi,4950,"Wellport, nov, lux opremljen 3.0 stan",Novi Beograd,44.8119886,20.4004257
111,Beograd,3," Opština Vračar, Čubura, Cara Nikolaja II",410000,4.0,halooglasi,3694,Centar-Vracar ID#1174,Vračar,44.7978899,20.4777229
57,Beograd,1,"Cvetkova Pijaca, Zvezdara opština",159000,2.0,4zida,2789,Vojvode Dovezenskog,Zvezdara,44.7930434,20.5035003
86,Beograd,6," Opština Novi Beograd, Stari Merkator, Luja Adamiča",225000,3.0,halooglasi,2616,"Stari Merkator, Luja Adamiča, izuzetan trosoban st",Novi Beograd,44.8289777,20.4125316
42,Beograd,25," Opština Novi Beograd, Blok 33, Narodnih heroja",145000,1.0,halooglasi,3452,Novi Beograd Genex kula Blok 33  42m2 komp.sredjen,Novi Beograd,44.8210573,20.4057826
46,Beograd,0.5," Opština Voždovac, Lekino brdo, Veselina Masleše",141000,2.5,halooglasi,3065,"Funkionalan dvoiposoban stan, 46m2, sa namestajem",Voždovac,44.7912181,20.4889192
37,Beograd,3,"Kalemegdan, Stari Grad opština",164000,1.5,4zida,4432,Tadeuša Košćuška,Stari Grad,44.8234057,20.4503421
130,Beograd,p," Opština Voždovac, Jajinci, Bulevar JNA",250000,4.0,halooglasi,1923,"Vozdovac, Bulevar JNA, 130m2, Novogradnja",Voždovac,44.7441234,20.4801352
64,Beograd,0," Opština Palilula, Centar, Cvijiceva",146000,2.5,halooglasi,2281,"Cvijiceva,salonac za renoviranje ID#1035",Palilula,44.8193452,20.4766665
112,Beograd,0.5," Opština Vračar, Krunski venac, Krunska",435000,6.0,halooglasi,3884,"Retko u ponudi-Krunska,112m2,5.0-odličan,salonski,",Vračar,44.8086769,20.4653485
52,Beograd,1," Opština Zvezdara, Bulevar kralja Aleksandra, Ustanička",156000,2.0,halooglasi,3000,Lux Novogradnja Konjarnik Ustanička,Zvezdara,44.7848822,20.5176965
97,Beograd,2," Opština Novi Beograd, Bežanijska kosa 2, Marka Čelebonovića",250000,4.0,halooglasi,2577,"Izvanredan, svetao stan u zelenilu",Novi Beograd,44.8196694,20.381403
36,Beograd,0," Opština Zemun, Novi grad, Železnička",75000,1.5,halooglasi,2083,"Beograd, Novi grad, Stan, 1.5, 36m2",Zemun,44.8387877,20.3848338
59,Beograd,2," Opština Zvezdara, Mirijevo, Nine Kirsanove",112100,3.0,halooglasi,1900,"Trosoban stan na prodaju, Mirijevo III",Zvezdara,44.7865022,20.5496797
90,Beograd,p," Opština Novi Beograd, Blok 33, Bulevar Arsenija Čarnojevića",270000,3.5,halooglasi,3000,"Generalice, Novi Beograd, blok 33, troiposoban sta",Novi Beograd,44.8197559,20.407395
92,Beograd,0," Opština Čukarica, Cerak vinogradi, Omorika",195000,3.5,halooglasi,2120,Cerak - Vinogradi ID#3773,Čukarica,44.7447844,20.4173697
56,Beograd,3," Opština Vračar, Čubura, Celjska",210000,2.0,halooglasi,3750,Dvosoban stan u novoj zgradi na Vračaru,Vračar,44.7969023,20.4812823
46,Beograd,1," Opština Palilula, Višnjica, Nova 114",70000,2.0,halooglasi,1522,"Višnjica, Nova 114 - 46 m2",Palilula,44.8283104,20.5526666
63,Beograd,2,"Bežanijska kosa, Novi Beograd",176000,2.0,4zida,2794,Magelanova,Novi Beograd,44.8274994,20.3841206
85,Beograd,p," Opština Stari grad, Centar, Bulevar despota Stefana",330000,4.0,halooglasi,3882,Unikatan stan u istorijskoj zgradi,Stari Grad,44.8166888,20.462125
95,Beograd,4," Opština Rakovica, Vidikovac, Vidikovački venac",249000,3.5,halooglasi,2621,"Vidikovac, Vidikovački venac, 95m2, 3.5 ID#2489",Rakovica,44.7419996,20.422778
79,Beograd,1," Opština Rakovica, Centar, Borska",158000,3.0,halooglasi,2000,"Miljakovac, 3.0, 79m2 ID#1579",Rakovica,44.7483641,20.452071
56,Beograd,5," Opština Zvezdara, Konjarnik, Ustanička",152000,2.5,halooglasi,2714,Konjarnik-Ustanička-Dvoiposoban-Uknjižen ID#2547,Zvezdara,44.782845,20.5063387
100,Beograd,27," Opština Zvezdara, Konjarnik, Rudo",233000,6.0,halooglasi,2330,Petosoban stan kod Aviv centra  na dva nivoa,Zvezdara,44.78495,20.5139345
45,Beograd,1," Opština Čukarica, Sremčica, Sare Bernar 51",72000,1.5,halooglasi,1600,"Jednoiposoban stan, Sremcica",Čukarica,44.6941076,20.3816223
75,Beograd,2," Opština Voždovac, Šumice, Rada Neimara",390000,3.0,halooglasi,5200,"Voždovac, Šumice - Rada Neimara",Voždovac,44.7873582,20.4943185
60,Beograd,1," Opština Zemun, Gornji grad, Banijska",152400,2.5,halooglasi,2540,"Zemun, Banijska, novogradnja, 60 m2",Zemun,44.8486188,20.3847552
40,Beograd,1," Opština Čukarica, Sremčica, Dvoržakova",58000,2.0,halooglasi,1450,"Stan 40m2, Sremčica, Dvoržakova",Čukarica,44.6897678,20.3843858
37,Beograd,0.5," Opština Vračar, Bulevar kralja Aleksandra, Sredačka",130000,1.5,halooglasi,3514,"Vukov spomenik, odličan",Vračar,44.8028032,20.4814948
79,Beograd,3," Opština Stari grad, Dorćol, Cara Uroša",269000,2.5,halooglasi,3405,"Retko u ponudi, Gornji Dorćol, Cara Uroša 79m2",Stari Grad,44.8207502,20.4545752
41,Beograd,4," Opština Zvezdara, Mirijevo, Matice srpske",83000,1.0,halooglasi,2024,"Mirijevo, Matice Srpske, 41m2",Zvezdara,44.7897487,20.5241427
94,Beograd,6,"Medaković 3, Medaković, Voždovac opština",240000,3.5,4zida,2553,Borivoja Stevanovica,Voždovac,44.7764067,20.5019711
66,Beograd,3," Opština Savski venac, Savski trg - Pristanište, Gavrila Principa",215000,3.0,halooglasi,3258,"Gavrila Principa, Savski trg, Savski venac ID#2240",Savski Venac,44.808438,20.4560239
47,Beograd,1," Opština Voždovac, Naselje Stepa Stepanović, Vojvode Stepe",134500,2.0,halooglasi,2890,"Square 2, Vojvode Stepe, 46,54m, dvosoban",Voždovac,44.7535137,20.4965791
58,Beograd,1," Opština Čukarica, Banovo brdo, Požeška",145000,2.0,halooglasi,2500,Banovo brdo-58m2+4m2 lodja,Čukarica,44.7797679,20.4163266
59,Beograd,1,"Donji Dorćol, Dorćol, Stari Grad opština",340000,2.0,4zida,5763,Venizelosova,Stari Grad,44.8225513,20.4611217
70,Beograd,1," Opština Zvezdara, Vukov Spomenik, Čelopečka",192000,2.5,halooglasi,2743,Zamena ili prodaja,Zvezdara,44.8057345,20.480541
50,Beograd,p," Opština Novi Beograd, Ledine, Novobeogradskih graditelja",85000,3.0,halooglasi,1700,"Ledine kod Grand kafe, stan",Novi Beograd,44.7991818,20.3423678
64,Beograd,1," Opština Zvezdara, Mirijevo, Samjuela Beketa",140000,3.0,halooglasi,2188,Mirijevo Samjuela Beketa 64m2,Zvezdara,44.7899284,20.5419288
45,Beograd,0," Opština Rakovica, Petlovo brdo, Rasinska",69000,1.5,halooglasi,1533,Uknjižen 1.5 stan - Petlovo brdo ID#3165,Rakovica,44.7220243,20.4282695
81,Beograd,1," Opština Obrenovac, Rvati, Kralja Milana",110000,3.0,halooglasi,1358,Obrenovac- Rvati 81kvm,Obrenovac,44.6592541,20.2002295
145,Beograd,12," Opština Savski venac, Beograd na vodi, Hercegovačka",1080000,4.0,halooglasi,7448,Lux stan na kaskadi u BW Residences,Savski Venac,44.8108258,20.4503529
88,Beograd,5," Opština Zvezdara, Vukov Spomenik, Vojvode Šupljikca",323280,3.0,halooglasi,3674,"Vračar-centar, 88.57m2, V, t-pumpa, novo",Zvezdara,44.804691,20.4833967
39,Beograd,p," Opština Palilula, Borča, Ratnih Vojnih Invalida",65000,1.5,halooglasi,1667,"Borča, namešten, mereno 51m2+20m2 terasa ID#6262",Palilula,44.8755973,20.453381
84,Beograd,8,"Lion, Zvezdara opština",238000,3.0,4zida,2833,Bulevar Kralja Aleksandra,Zvezdara,44.7977735,20.4972695
42,Beograd,p," Opština Zemun, Batajnica, Majora Zorana Radosavljevića",68128,2.0,halooglasi,1622,"Batajnica, 42m2, III, eg, novo",Zemun,44.8866403,20.3146212
45,Beograd,5," Opština Voždovac, Trošarina, Save Maškovića",160000,1.5,halooglasi,3556,Park vila residence – 1% provizija,Voždovac,44.7613421,20.4825832
65,Beograd,2,"Crveni Krst Vračar, Vračar",215500,2.5,4zida,3315,Velimira Todorovića,Vračar,44.7973063,20.4841262
64,Beograd,0.5," Opština Novi Beograd, Blok 45 (TC Enjub), Jurija Gagarina",168000,2.0,halooglasi,2625,Prostran renoviran stan,Novi Beograd,44.798901,20.3790812
55,Beograd,2,"Autokomanda, Savski Venac",192500,2.5,4zida,3500,Dobropoljska,Savski Venac,44.7897953,20.4666487
56,Beograd,0," Opština Čukarica, Žarkovo, Prote Milana Smiljanića",112000,3.0,halooglasi,2000,"Žarkovo,Novogradnja,ul.Prote M.Smiljanića,3.0.56m2",Čukarica,44.7577155,20.409136
29,Beograd,p," Opština Čukarica, Železnik, Milorada Popovića",66000,0.5,halooglasi,2276,Izuzetan apartman sa parkingom,Čukarica,44.7276539,20.3730957
78,Beograd,3," Opština Rakovica, Labudovo brdo, Generala Zgonjanina",149000,3.0,halooglasi,1910,Uknjižen sređen stan na Labudovom brdu ID#3368,Rakovica,44.7257489,20.4230617
60,Beograd,4," Opština Novi Beograd, Blok 67 (Belvil), Bulevar Crvene Armije",220000,2.0,halooglasi,3667,"Belville - 2,0 s, 61 m2, uknjižen i useljiv",Novi Beograd,44.8067524,20.4114809
68,Beograd,3," Opština Vračar, Hram svetog Save, Svetog Save",237000,3.0,halooglasi,3485,"Salonac, Hram Svetog Save",Vračar,44.7980453,20.4691884
164,Beograd,1," Opština Voždovac, Dušanovac, Tomazeova",295000,6.0,halooglasi,1799,"Tomazeova, Dušanovac, Voždovac ID#1235",Voždovac,44.7863448,20.4795043
56,Beograd,4,"Mladenovac centar, Mladenovac opština",175100,2.0,4zida,2575,Kralja Petra Prvog 82,Mladenovac,44.4401166,20.6941535
34,Beograd,2," Opština Vračar, Čubura, Daničareva",136000,2.0,halooglasi,4000,"Vračar, Lux renoviran, uknjižen, može na kredit",Vračar,44.797218,20.4833321
36,Beograd,0," Opština Stari grad, Gundulićev venac, Žorža Klemansoa",99000,1.5,halooglasi,2750,"Žorža Klemansoa, Gundulićev venac, Stari grad ID#1",Stari Grad,44.8184517,20.470748
67,Beograd,2," Opština Zemun, Kalvarija, -",213000,3.0,halooglasi,3179,"Zemun, lux, tek završena zgrada, ID 21981",Zemun,44.8380979,20.3969089
66,Beograd,3," Opština Zemun, Centar, Branka Pešića",177066,3.0,halooglasi,2700,3.0 stan u Zemunu-Branka Pešića ID#2596,Zemun,44.851522,20.3930592
96,Beograd,3," Opština Novi Beograd, Blok 70 (kineski tržni centar), Jurija Gagarina",235000,4.0,halooglasi,2448,"Novi Beograd, Blok 70, prodaja stana 96m2",Novi Beograd,44.8018082,20.3907613
43,Beograd,4," Opština Voždovac, Vojvode Stepe",129000,2.0,halooglasi,3000,Extra lux stan u Vojvode Stepe-bez provizije,Voždovac,44.7406123,20.5116559
66,Beograd,p," Opština Zvezdara, Mirijevo, Dragoslava Srejovića",130000,2.0,halooglasi,1970,"Dragoslava Srejovića, Karaburma, Zvezdara ID#2027",Zvezdara,44.800518,20.5247063
23,Beograd,0," Opština Stari grad, Knez Mihailova, Cara Lazara",118000,1.0,halooglasi,5130,"Pešačka zona, Cara Lazara, 23m2+16m2 ID#6887",Stari Grad,44.8163974,20.4586097
84,Beograd,1," Opština Voždovac, Banjica, Crnotravska",173000,3.0,halooglasi,2060,"Voždovac, Crnotravska, 84m2, 3.0",Voždovac,44.7691287,20.4666281
80,Beograd,6," Opština Zvezdara, Lipov lad, Vranjska",219000,3.0,halooglasi,2738,"Lipov Lad, 80M2, Beograd - Zvezdara, Vranjska",Zvezdara,44.7963721,20.4945158
27,Beograd,0," Opština Čukarica, Cerak, Sandžačka",56700,1.5,halooglasi,2100,"1.5 Cerak, Sandžačka, 27, pr, TA",Čukarica,44.7543718,20.4186399
47,Beograd,0.5," Opština Palilula, Borča, Milana Toplice",80000,2.0,halooglasi,1702,"2.0 stan u Borči, Milana Toplice ID#2668",Palilula,44.8823944,20.4564186
39,Beograd,5," Opština Zvezdara, Bulbulder, Ledinačka",119000,2.0,halooglasi,3051,"Prodaje se stan,Zvezdara ID#1440",Zvezdara,44.802513,20.4934496
89,Beograd,6," Opština Novi Beograd, Blok 19a, Vladimira Popovića",250000,4.5,halooglasi,2809,"Odličan 4.5 stan, Vladimira Popovića, 89m2 ID#1219",Novi Beograd,44.8064096,20.4296124
27,Beograd,2," Opština Zvezdara, Olimp, Milana Rakića",125000,0.5,halooglasi,4630,Svetao stan sa prelepim pogledom ID#128343,Zvezdara,44.7937573,20.5097749
72,Beograd,3," Opština Zvezdara, Mirijevo, Petrarkina",158400,3.0,halooglasi,2200,"Petrarkina, renoviran, trosoban",Zvezdara,44.7905994,20.5323766
141,Beograd,0," Opština Savski venac, Beograd na vodi, Scala",594000,3.0,halooglasi,4213,"BW Scala, lux, neuseljavan, bašta, ID 21651",Savski Venac,44.8020292,20.4492791
52,Beograd,p," Opština Palilula, Karaburma, Juhorska",124000,2.5,halooglasi,2385,"Beograd Karaburma stan 2.5, 52m2",Palilula,44.8139625,20.512591
81,Beograd,8," Opština Novi Beograd, Blok 64, Gandijeva",169999,3.0,halooglasi,2099,"Gandijeva, Blok 64, Novi Beograd ID#2205",Novi Beograd,44.7964685,20.3901326
65,Beograd,5,"Siva Stena, Voždovac opština",191000,3.0,4zida,2938,Rajka Mitića,Voždovac,44.7762272,20.486346
18,Beograd,0," Opština Čukarica, Cerak, Kadinjača",53000,0.5,halooglasi,2944,"Cerak, Kadinjača, 18m2 uknjiženo, mereno 31m2",Čukarica,44.7478914,20.4199604
60,Beograd,6," Opština Novi Beograd, Blok 70a, Omladinskih brigada",170000,2.0,halooglasi,2833,"Blok70a,Omladinskih brigada,60m2,adaptibilan u 2.5",Novi Beograd,44.800882,20.4013412
60,Beograd,2," Opština Čukarica, Čukarička padina, ",160000,2.5,halooglasi,2667,"Čukarička padina, Ada, 60m2, 2.5 - odličan",Čukarica,44.7779587,20.4071484
64,Beograd,1," Opština Novi Beograd, Blok 62, Jurija Gagarina",193900,2.5,halooglasi,3030,"Blok 62, sređen, namešten stan ID#1143",Novi Beograd,44.8022665,20.3826732
67,Beograd,5," Opština Stari grad, Centar, Hilandarska",260000,2.0,halooglasi,3881,"Stari grad, Centar - Hilandarska",Stari Grad,44.8152269,20.4678811
64,Beograd,1," Opština Čukarica, Cerak vinogradi, Kestenova",131500,2.0,halooglasi,2055,"Cerak vinogradi 64m2, 2.0 sa zastakljenom terasom",Čukarica,44.7483686,20.4240191
45,Beograd,0," Opština Zemun, Pregrevica, Kovača Jovana Petrovića",84000,1.5,halooglasi,1867,Pregrevica renoviran 1.5 45m2 PR parking useljiv u,Zemun,44.8590984,20.3823163
43,Beograd,p," Opština Obrenovac, Obrenovac (mesto), Kralja Aleksandra I",64636,1.5,halooglasi,1503,Jednoiposoban stan u izgradnji 43.38m2 u Obrenovac,Obrenovac,44.6550076,20.1946168
57,Beograd,5," Opština Zvezdara, Đeram pijaca, Bulevar Kralja Aleksandra",160000,2.5,halooglasi,2807,"Đeram pijaca, Bulevar kralja Aleksandra, 57+3 m2",Zvezdara,44.8009801,20.4861572
86,Beograd,8," Opština Novi Beograd, Blok 63, Nehruova",188000,3.0,halooglasi,2186,"Blok 63, 3.0 sa garažom 86+14m2",Novi Beograd,44.7979052,20.3817662
60,Beograd,1," Opština Rakovica, Centar, Pilota Mihaila Petrovića",107000,2.5,halooglasi,1783,"RAKOVICA, Odličan organizovan stan",Rakovica,44.7412334,20.4153084
46,Beograd,4," Opština Vračar, Krunski venac, Desanke Maksimović",235000,2.0,halooglasi,5109,"Vračar, Krunski venac - Desanke Maksimović 46m2",Vračar,44.8074228,20.4702957
65,Beograd,p," Opština Savski venac, Dedinje, Rajka Mitića",191000,2.5,halooglasi,2938,"Savski Venac, Dedinje - Rajka Mitića 65m2",Savski Venac,44.77951,20.4657391
66,Beograd,0," Opština Voždovac, Lekino brdo, Garibaldijeva-Voždovac",149000,1.0,halooglasi,2258,"Lekino brdo, 66m2, pr, eg",Voždovac,44.7911131,20.4838525
80,Beograd,6," Opština Stari grad, Dorćol, Visokog Stevana",260000,3.0,halooglasi,3250,Odličan stan u srcu Dorćola ID#1504,Stari Grad,44.8251292,20.4599644
40,Beograd,2," Opština Novi Beograd, Ledine, Belfortska",97500,2.0,halooglasi,2438,"Ledine, 39,51m2, novogradnja, lux ID#1396",Novi Beograd,44.8081739,20.3527991
