area,city,floor,location,price,rooms,source,square_price,title,opstina,latitude,longitude
116,Beograd,3," Opština Vračar, Bulevar kralja Aleksandra, Bulevar kralja Aleksandra",267000,4.0,halooglasi,2302,Vračar dupleks kod Vuka,Vračar,44.8040321,20.4789264
99,Beograd,3," Opština Stari grad, Dorćol, Budimska",400000,3.0,halooglasi,4040,"Dorćol, Budimska, mereno 114m2 ID#6738",Stari Grad,44.8237456,20.4615253
51,Beograd,0.5," Opština Stari grad, 25. maj, Tadeuša Košćuška",195000,2.0,halooglasi,3824,Retko u ponudi! Stan na 25. Maju,Stari Grad,44.8283641,20.4480587
31,Beograd,0,"Crveni Krst Zvezdara, Zvezdara opština",95000,2.0,4zida,3065,Branka Krsmanovića,Zvezdara,44.8033699,20.4813571
48,Beograd,1," Opština Palilula, Karaburma, Stevana Dukića",110000,2.5,halooglasi,2292,"Karaburma, Stevana Dukića, 48m2, 1/5",Palilula,44.8139772,20.5170005
122,Beograd,3,"Kalenić, Vračar",500000,4.0,4zida,4098,Baba Višnjina,Vračar,44.801789,20.4747705
83,Beograd,3," Opština Stari grad, Bajlonijeva pijaca, Drinčićeva",245000,3.5,halooglasi,2952,"Odličan salonac, Stari grad, Drinčićeva, 83 m2",Stari Grad,44.8187791,20.4674893
73,Beograd,16," Opština Novi Beograd, Blok 23, Bulevar Milutina Milankovića",187000,3.5,halooglasi,2562,Blok 23 Milutina Milankovića,Novi Beograd,44.8068509,20.4230664
130,Beograd,1," Opština Stari grad, Centar, ",546000,4.0,halooglasi,4200,"ID#35889, Prodaja, Stan, Centar, 130 m2",Stari Grad,44.8197458,20.4601508
42,Beograd,1," Opština Zvezdara, Mirijevo, Koste Nađa",99000,2.0,halooglasi,2357,Lux renoviran 2.0 stan u lepom delu Mirijeva ID#12,Zvezdara,44.795145,20.5354882
42,Beograd,2," Opština Rakovica, Labudovo brdo, Serdara Janka Vukotića",95000,2.5,halooglasi,2262,"Labudovo brdo, Serdar Janka Vukotića, odličan",Rakovica,44.7276027,20.4262327
33,Beograd,p," Opština Palilula, Kotež, Dr Dragiše Mišovića",58500,1.0,halooglasi,1773,"Dr. Dragiše Mišovića, Kotež, Palilula ID#2044",Palilula,44.8494137,20.4734907
105,Beograd,2," Opština Savski venac, Stadion Partizana, Dobropoljska",295000,3.0,halooglasi,2810,"Snižena cena, nova zgrada uknjižen useljiv miran",Savski Venac,44.7887581,20.4590917
95,Beograd,2," Opština Palilula, Palilulska pijaca, ",390000,3.0,halooglasi,4105,Lux 3.0 stan u centru,Palilula,44.810413,20.474501
104,Beograd,2,"Humska, Savski Venac",295000,3.5,4zida,2837,Dobropoljska,Savski Venac,44.7603702,20.5447472
43,Beograd,3,"Altina, Zemun, Zemun opština",77400,1.5,4zida,1800,Ugrinovački put,Zemun,44.8609254,20.3519745
74,Beograd,1," Opština Zvezdara, Bulevar kralja Aleksandra, Bulevard kralja Aleksandra 515",113000,2.0,halooglasi,1527,Novogradnja na Bulevaru kralja Aleksandra 515,Zvezdara,44.7982864,20.4923492
27,Beograd,4," Opština Zvezdara, Vukov Spomenik, Zahumska",89100,1.5,halooglasi,3300,"Vukov spomenik, mereno 33m2 ID#5086",Zvezdara,44.8025879,20.4842542
76,Beograd,p," Opština Čukarica, Železnik, Svete Milutinovića",121600,3.0,halooglasi,1600,"Svete Milutinovića, Železnik, Čukarica ID#1292",Čukarica,44.7201856,20.3789082
57,Beograd,p," Opština Čukarica, Cerak vinogradi, Crvenih hrastova",131000,2.0,halooglasi,2298,"Uknjižen, blizu škole, lep pogled ka zapadu",Čukarica,44.7448041,20.4200545
53,Beograd,11," Opština Rakovica, Vidikovac, Vidikovački venac",97000,1.5,halooglasi,1830,"Vidikovac, 53m2, 1.5",Rakovica,44.7416841,20.420188
62,Beograd,0," Opština Savski venac, Kneza Miloša, Kneza Miloša",195000,2.0,halooglasi,3145,2.0 Savski venac - Kneza Miloša 62m2 195.000EUR,Savski Venac,44.8015886,20.4553086
115,Beograd,3," Opština Novi Beograd, Ledine, Oplenačka",224250,5.0,halooglasi,1950,Lux penthaus sa najlepšim pogledom na Expo...,Novi Beograd,44.8020848,20.3484997
89,Beograd,4," Opština Novi Beograd, Bežanijska kosa 1, Nikole Dobrovića",270000,3.5,halooglasi,3034,"Bež. Kosa, Nikole Dobrovića IVsp,CG, 102m2 duplex",Novi Beograd,44.8164273,20.3897246
51,Beograd,p," Opština Voždovac, Lekino brdo, Varvarinska",135000,2.0,halooglasi,2647,Fenomenalan Stan Lekino Brdo  51m2 2.0 Parking,Voždovac,44.7886518,20.4855784
48,Beograd,5,"Vojvode Stepe, Voždovac opština",133265,2.0,4zida,2776,Kumodraška 151,Voždovac,44.7609759,20.4848852
85,Beograd,1," Opština Zemun, Batajnica, Žarka Bokuna",125000,4.0,halooglasi,1471,"Batajnica, Žarka Bokuna, 85m2 ID#7234",Zemun,44.8978086,20.2876366
44,Beograd,0," Opština Rakovica, Miljakovac, Miljakovačke staze",75000,1.5,halooglasi,1705,Na prodaju jednoiposoban stan od 44m2 u prelepom,Rakovica,44.7399336,20.4631825
58,Beograd,9," Opština Novi Beograd, Blok 4 (Politehnička akademija), Pariske komune",150000,2.0,halooglasi,2586,Adaptibilan u 3.0 soban- Novi PVC prozori ID#50665,Novi Beograd,44.8281914,20.4021366
84,Beograd,p," Opština Zemun, Prvomajska, -",168000,3.0,halooglasi,2000,"Zemun, Prvomajska, Šilerova",Zemun,44.8431423,20.3784599
56,Beograd,0," Opština Rakovica, Petlovo brdo, Generala Zgonjanina",130000,4.0,halooglasi,2321,Petlovo brdo -56m2 uknjiženo - mereno 75m2,Rakovica,44.7246632,20.4242124
90,Beograd,p," Opština Zvezdara, Mirijevo, Raše Plaovića",180000,4.0,halooglasi,2000,"Mirijevo, Raše Plaovića, 90m2 ID#51461",Zvezdara,44.7916659,20.538034
53,Beograd,0.5," Opština Čukarica, Golf, Petra Martinovića",197000,2.0,halooglasi,3717,"Golf naselje, Petra Martinovica",Čukarica,44.7755534,20.4192866
63,Beograd,2," Opština Obrenovac, Obrenovac (mesto)",95000,2.0,halooglasi,1508,"Dvosoban stan 63m2 -2.sprat, Centar Obrenovca",Obrenovac,44.654833,20.2014318
81,Beograd,3," Opština Zvezdara, Mirijevo, Ulofa Palmea",169000,3.0,halooglasi,2086,Mirijevo Ulofa Palmea 81m2,Zvezdara,44.7907766,20.5383365
51,Beograd,3," Opština Zemun, Altina, Ugrinovački put 33 deo ",82500,2.5,halooglasi,1640,"STAN 50m2,dnevna+2 spavaće sobe, useljivo-ALTINA",Zemun,44.859026,20.3489889
83,Beograd,p," Opština Rakovica, Stari Košutnjak, Milana Blagojevića Španca",195000,3.0,halooglasi,2349,"Stari Košutnjak, stan u podnožju Dedinja-Lisičiji",Rakovica,44.7582646,20.4503478
42,Beograd,1," Opština Rakovica, Miljakovac, Nikole Marakovića",95000,1.5,halooglasi,2262,Uknjižen stan na Miljakovcu ID#3406,Rakovica,44.7461808,20.461839
94,Beograd,1," Opština Zvezdara, Lion, Kulina Bana",248000,4.0,halooglasi,2638,"Lion, 4.0, 94m2, Duplex, Kulina Bana",Zvezdara,44.7980504,20.4955258
94,Beograd,2," Opština Zvezdara, Vukov Spomenik, Bulevar Kralja Aleksandra",394500,3.0,halooglasi,4197,"Landmark Residence, PDV uključen, bez provizije ID",Zvezdara,44.7995026,20.4897949
49,Beograd,p," Opština Zemun, Donji grad, Kneza Pavla Karađorđevića",162000,2.5,halooglasi,3306,"Kneza Pavla Karađorđevića, Donji grad, Zemun",Zemun,44.8427234,20.4121966
60,Beograd,3," Opština Vračar, Karađorđev park, ",269000,2.0,halooglasi,4483,Luxuzan dvosoban stan u Nebojšinoj ulici,Vračar,44.7938465,20.4660021
61,Beograd,p," Opština Rakovica, Stari Košutnjak, Hasanaginice",134200,2.5,halooglasi,2200,"Stari Košutnjak, 2.5s.",Rakovica,44.7576224,20.4554315
78,Beograd,5," Opština Stari grad, Dorćol, Tadeuša Košćuška",260000,3.5,halooglasi,3333,"Dorcol 3,5 78+2L(12m2) 5/6 cg lift 2 m,cvora uknji",Stari Grad,44.8293965,20.4605009
77,Beograd,1," Opština Voždovac, Konjarnik, Mis Irbijeve",250000,3.0,halooglasi,3247,Mis Irbijeva-Novogradnja-77m2,Voždovac,44.7828069,20.4966631
57,Beograd,0," Opština Vračar, Neimar, Kornelija Stankovića",140000,3.0,halooglasi,2456,Стан у мирном делу Врачара,Vračar,44.793076,20.4700311
92,Beograd,5," Opština Novi Beograd, Arena, Bulevar Arsenija Čarnojevića",315000,3.0,halooglasi,3424,"Blok 29 blizina Arene, renoviran, 92(L), useljiv",Novi Beograd,44.8144173,20.4158096
37,Beograd,11,"Gradska Bolnica, Zvezdara opština",117000,1.5,4zida,3162,Ucitelja Milosa Jankovica,Zvezdara,44.8005943,20.4996674
64,Beograd,2," Opština Stari grad, London, Kralja Milana",215000,2.0,halooglasi,3359,"Prodaje se 2.0-32kv+32kv-galerija,Kod Londona",Stari Grad,44.8097393,20.4627381
68,Beograd,3," Opština Zemun, Save Kovačevića, Mića Radakovića",144000,2.5,halooglasi,2118,"Sava Kovačević, Mića Radakovića, 68m2, 2.5",Zemun,44.8438841,20.3944657
51,Beograd,1," Opština Rakovica, Petlovo brdo, Nićifora Ninkovića",92000,2.5,halooglasi,1804,"Petlovo brdo, Nićifora Ninkovića , 51m2+3m2T",Rakovica,44.71995,20.420089
27,Beograd,0.5," Opština Novi Beograd, Blok 19a, Milentija Popovića",80000,1.0,halooglasi,2963,"Milentija Popovića, Blok 19A, Novi Beograd ID#1967",Novi Beograd,44.8100831,20.4299723
70,Beograd,0," Opština Novi Beograd, Blok 60, Zemunska",95000,4.0,halooglasi,1357,Zemunska 70m2,Novi Beograd,44.8106717,20.3832517
121,Beograd,3," Opština Čukarica, Banovo brdo, Požeška",545000,4.0,halooglasi,4504,"4.0, Požeška, Lux, 121m2, garaža",Čukarica,44.7765818,20.4138735
52,Beograd,p," Opština Obrenovac, Obrenovac (mesto), Topolice",80080,2.0,halooglasi,1540,Stan u izgradnji 52m2 u Obrenovcu,Obrenovac,44.6564412,20.2097839
84,Beograd,p," Opština Stari grad, Kopitareva gradina, Vlajkovićeva",230000,3.0,halooglasi,2738,Kopitareva gradina ID#1264,Stari Grad,44.8160556,20.4677912
76,Beograd,p," Opština Čukarica, Žarkovo, Mihajla Valtrovića",200000,2.5,halooglasi,2632,"Mihajla Valtrovića, Žarkovo, Čukarica",Čukarica,44.7601595,20.4080322
50,Beograd,p," Opština Savski venac, Dedinje, Miloja Đaka",199840,2.0,halooglasi,4000,Novogradnja na Dedinju - bez provizije za kupca,Savski Venac,44.7663961,20.4574947
44,Beograd,2," Opština Zemun, Altina, Ugrinovački put",63000,1.0,halooglasi,1432,Stan u Zemunu (Altina),Zemun,44.8559499,20.3549215
89,Beograd,1," Opština Novi Beograd, Sava centar, Vladimira Popovića",229000,3.5,halooglasi,2573,"Sava centar - Vladimira Popovića, 89m2",Novi Beograd,44.7955629,20.3817009
78,Beograd,3," Opština Vračar, Čubura, Cara Nikolaja II",273000,3.5,halooglasi,3500,Top novogradnja Panorama Vračara 78 m2 ID#1010,Vračar,44.7980763,20.482118
88,Beograd,p," Opština Stari grad, Atelje 212, Svetogorska",255000,3.0,halooglasi,2898,"Stari grad, Atelje 212 - Svetogorska 88m2",Stari Grad,44.8143518,20.4681682
92,Beograd,6," Opština Vračar, Maksima Gorkog, Sime Igumanova",220000,3.5,halooglasi,2391,Vračar ekstra stan retko u ponudi !,Vračar,44.7973595,20.4770566
84,Beograd,1," Opština Savski venac, Senjak, Kuršumlijska",390000,3.0,halooglasi,4643,"Savski venac, Senjak - Kuršumlijska",Savski Venac,44.7946495,20.4454657
55,Beograd,15," Opština Savski venac, Beograd na vodi, BE Eden",269888,2.0,halooglasi,4907,BW Eden - bez provizije za kupce!,Savski Venac,44.8080912,20.4519857
72,Beograd,1,"Žarkovo, Čukarica, Čukarica opština",145000,3.0,4zida,2014,Braće Škerovića,Čukarica,44.7650945,20.4126853
48,Beograd,8," Opština Zvezdara, Mirijevo, 16. oktobra",94000,1.5,halooglasi,1958,"Šesnaestog oktobra, 48m2,1.5,8/11, uknjižen ID#149",Zvezdara,44.7864096,20.5308346
41,Beograd,0," Opština Savski venac, Prokop, Zvečanska",120000,1.5,halooglasi,2927,Zvečanska 41m2 renoviran!,Savski Venac,44.7935531,20.4536119
87,Beograd,4,"Kalvarija, Zemun, Zemun opština",227118,4.0,4zida,2585,Marije Bursac 42,Zemun,44.8387527,20.3953987
45,Beograd,p," Opština Čukarica, Rušanj, Oslobođenja 1. deo",36000,2.5,halooglasi,800,Rušanj - Oslobođenja 1 deo ID#1630,Čukarica,44.6868448,20.4372126
63,Beograd,2," Opština Grocka, Kaluđerica, Vojvode Stepe Stepanovića",103372,3.0,halooglasi,1650,"3.0, Kaluđerica, Vojvode Stepe Stepanovića, 62,65m",Grocka,44.7492435,20.5583957
37,Beograd,p," Opština Zemun, Altina, Ugrinovački put 10. deo",54500,1.5,halooglasi,1473,"Altina, Ugrinovački put 10.deo, stan 37m2",Zemun,44.854513,20.3556472
32,Beograd,0.5," Opština Vračar, Slavija, Kneginje Zorke",125000,1.0,halooglasi,3906,"Slavija, Kneginje Zorke, 1.0, 32m2, vpr/4, EG",Vračar,44.8026789,20.4660481
48,Beograd,1,"Kneževac, Vidikovac, Rakovica opština",79500,1.5,4zida,1656,Slavka Rodića,Rakovica,44.7364157,20.4278284
125,Beograd,1,"Donji Grad, Zemun, Zemun opština",400000,3.0,4zida,3200,GUNDULIĆEVA 10,Zemun,44.8438393,20.4135997
27,Beograd,p," Opština Voždovac, Jajinci, Umetnička 1. prilaz",53000,1.0,halooglasi,2000,Sunny Hill Jajinci - Stambeni kompleks u izgradnji,Voždovac,44.7384554,20.4892184
54,Beograd,2," Opština Rakovica, Centar, Marička",96000,2.0,halooglasi,1778,"Rakovica-Marička 2.0(2.5), 54m2, cg, II/4, useljiv",Rakovica,44.7444907,20.4361841
50,Beograd,2," Opština Savski venac, Beograđanka",189000,2.0,halooglasi,3780,Fantastičan lux dvosoban stan u prelepoj zgradi,Savski Venac,44.8062011,20.4638081
89,Beograd,p," Opština Zvezdara, Mirijevo, Vjekoslava Afrića",135000,4.0,halooglasi,1517,"Vjekoslava Afrića, Mirijevo, Zvzedara",Zvezdara,44.7916293,20.5394749
120,Beograd,8," Opština Novi Beograd, Blok 38, Bulevar Arsenija Čarnojevića",349000,4.0,halooglasi,2908,"Blok 38, 120m2, VIII, cg",Novi Beograd,44.8191331,20.4042765
89,Beograd,1," Opština Novi Beograd, Blok 24 (Super Vero), Bulevar Milutina Milankovića",315000,4.0,halooglasi,3539,"Blok 24, 89m2, 4.0",Novi Beograd,44.8116524,20.41182
82,Beograd,4," Opština Novi Beograd, Bežanijska kosa 2, Peđe Milosavljevića",201000,3.0,halooglasi,2451,"B. Kosa 2, 3.0 CG 82m2, Lift 4/6, Terasa i Lođa, u",Novi Beograd,44.8171165,20.3776474
42,Beograd,0," Opština Zvezdara, Dimitrija Tucovića, Dimitrija Katića",79000,2.0,halooglasi,1881,"Zvezdara, Dimitrija Katića, odmah useljiv, uknj..",Zvezdara,44.800629,20.495858
83,Beograd,0," Opština Zemun, Novi grad, Hercegovačka",137000,3.0,halooglasi,1651,"Hercegovačka, Novi grad, Zemun",Zemun,44.8386092,20.383631
74,Beograd,3," Opština Palilula, Hadžipopovac, Zdravka Čelara",207000,3.0,halooglasi,2797,"Profesorska kolonija, 74m2, III, ta/cg",Palilula,44.8155752,20.4825939
83,Beograd,3," Opština Rakovica, Miljakovac, Osme Crnogorske Brigade",145000,4.0,halooglasi,1747,Miljakovac kod pošte uknjižen duplex ID#1114,Rakovica,44.7425558,20.4552665
44,Beograd,p," Opština Zemun, Altina, Pala Vujisića",57500,1.5,halooglasi,1307,"Beograd, Altina, Pavla Vujisića",Zemun,44.8536253,20.3541567
58,Beograd,4," Opština Čukarica, Čukarička padina, Radnička",129000,2.0,halooglasi,2224,Cukaricka padina 2.0 58+2L 4/7 cg lift uknjizen,Čukarica,44.7749025,20.4071031
95,Beograd,4," Opština Čukarica, Čukarička padina, Obalskih radnika",249000,3.5,halooglasi,2621,"Obalskih radnika, 3.5, 95m2, cg, IV/7, uknj.",Čukarica,44.7766678,20.4049751
52,Beograd,2," Opština Zvezdara, Mirijevo, Vitezova Karađorđeve zvezde",108500,2.0,halooglasi,2087,"Mirijevo, VKZ, 2.0, nov, lux, useljiv",Zvezdara,44.791601,20.5222169
42,Beograd,0.5," Opština Grocka, Kaluđerica, Svetislava Ristića",66200,2.0,halooglasi,1599,"Kaluđerica Novo 41m2 2,0 uknjižen 1/1 odmah uselji",Grocka,44.7511696,20.5602761
50,Beograd,p," Opština Novi Beograd, Stara Bežanija, Pere Segedinca",102000,2.5,halooglasi,2040,"Beograd, Stara Bežanija, Pere Segedinca",Novi Beograd,44.8087382,20.3768503
56,Beograd,5," Opština Voždovac, Šumice, Ustanička",147000,2.5,halooglasi,2625,"Ustanička, Šumice, Voždovac ID#2106",Voždovac,44.783864,20.4976678
68,Beograd,p," Opština Palilula, Hala Pionir, Miše Vujića",250000,3.0,halooglasi,3676,"Palilula, Hala Pionir - Miše Vujića 68m2",Palilula,44.8155267,20.4850396
88,Beograd,1," Opština Stari grad, Centar, Balkanska",245000,4.0,halooglasi,2784,"Stari grad, Centar - Balkanska, 88m2",Stari Grad,44.8119019,20.4604044
122,Beograd,6,"Skadarlija, Beograd centar, Stari Grad opština",366000,8.0,4zida,3000,Džordža Vašingtona-Stari grad,Stari Grad,44.8167895,20.4596454
21,Beograd,0,"Mirijevo IV, Mirijevo, Zvezdara opština",36900,0.5,4zida,1757,Milića od Mačve,Zvezdara,44.789945,20.5424776
40,Beograd,p," Opština Palilula, Višnjička Banja, Višnjički venac",82000,1.5,halooglasi,2050,Odmah useljiv - Uknjižen - Višnjička Banja,Palilula,44.8165266,20.5329031
73,Beograd,0.5," Opština Savski venac, Senjak, Ruska",159000,2.5,halooglasi,2178,"Ruska, Senjak, Savski Venac ID#1376",Savski Venac,44.794284,20.4372125
88,Beograd,0.5," Opština Savski venac, Dedinje, Milana Blagojevića Španca",349000,4.0,halooglasi,3966,Kod Belog dvora četvorosoban stan sa garažom,Savski Venac,44.7585095,20.455945
65,Beograd,2," Opština Voždovac, Šumice, Bakićeva",182000,3.0,halooglasi,2800,"Prodaja trosobnog stana, Šumice, 65m2",Voždovac,44.7892753,20.4916474
79,Beograd,p," Opština Grocka, Kaluđerica, Zage Malivuk",106650,3.0,halooglasi,1350,Kaludjerica 3.0 sa lepim pogledom i parking mestom,Grocka,44.7536234,20.5520756
99,Beograd,5," Opština Rakovica, Miljakovac, Stevana Opačića",142000,3.5,halooglasi,1434,Komforan 3.5 stan - 1434 eur/m2 ID#3407,Rakovica,44.7465524,20.454582
27,Beograd,4," Opština Stari grad, Skadarlija, Skadarska",110000,1.0,halooglasi,4074,"Skadarlija, bez ulaganja",Stari Grad,44.8180993,20.4647579
23,Beograd,0," Opština Savski venac, Dedinje, Miće Orlovića",87633,1.0,halooglasi,3900,Odlična investicija,Savski Venac,44.7623187,20.45911
39,Beograd,1,"Medaković 2, Medaković, Voždovac opština",95000,1.0,4zida,2436,Radovana Simića Cige,Voždovac,44.7744304,20.4994217
43,Beograd,0," Opština Voždovac, Medaković 3, Borivoja Stevanovića",104000,2.0,halooglasi,2419,"Voždovac, Medaković 3, Borivoja Stevanovića, 43m2",Voždovac,44.7737876,20.5090577
86,Beograd,6,"Blok 11c - Stari Merkator, Blok 11, Novi Beograd",225000,3.0,4zida,2616,Luja Adamiča,Novi Beograd,44.8294756,20.4153462
103,Beograd,2," Opština Zemun, Retenzija, Bulevar Mihaila Pupina",290000,3.5,halooglasi,2816,"Retenzija, 103m2, II, cg",Zemun,44.8342207,20.4104996
90,Beograd,p," Opština Čukarica, Filmski grad, Miloja Zakića",180000,2.5,halooglasi,2000,"Dvoiposoban dupleks na prodaju, Filmski Grad",Čukarica,44.7509629,20.4315072
95,Beograd,9," Opština Novi Beograd, Blok 67 (Belvil), Đorđa Stanojevića",419000,3.5,halooglasi,4411,"Belville, 95m2, lux sa garažnim mestom ID#49700",Novi Beograd,44.8093328,20.4019809
33,Beograd,0," Opština Voždovac, Vojvode Vlahovića, Vojvode Vlahovića",65000,1.0,halooglasi,1970,"U novijoj zgradi kod Shop Go-a,jednosoban stan ID#",Voždovac,44.7635354,20.5001031
140,Beograd,0," Opština Zvezdara, Veliki Mokri Lug, Vojvode Vlahovića",188000,3.5,halooglasi,1343,"Moderan stan na Vojvode Vlahovica, Zvezdara",Zvezdara,44.7599564,20.5066447
46,Beograd,0," Opština Zemun, Plavi horizonti, Konstantina Jovanovića ",70000,2.0,halooglasi,1522,"Uknjižen,dvosoban,46m2+terasa18m2-Plavi horizonti",Zemun,44.849432,20.3434265
70,Beograd,2," Opština Voždovac, Autokomanda, Bulevar oslobođenja",290000,3.0,halooglasi,4143,Voždovac - Bulevar oslobođenja 70m2,Voždovac,44.7883349,20.4660836
68,Beograd,4," Opština Novi Beograd, Bežanijska kosa 2, Vespučijeva",156000,2.5,halooglasi,2294,"Hitna prodaja, komforan stan u vojnim zgradama na",Novi Beograd,44.8087667,20.3633791
46,Beograd,0.5," Opština Zemun, Zemun polje, Braće Krnješevac",68500,1.5,halooglasi,1489,"Zemun, Zemun polje",Zemun,44.8693371,20.3231297
83,Beograd,p," Opština Zemun, Kalvarija, Prvomajska",217000,3.0,halooglasi,2614,"Prvomajska, novogradnja 83.43m2 ID#7036",Zemun,44.841274,20.3904882
87,Beograd,p," Opština Voždovac, Lekino brdo, Strumička",308850,3.5,halooglasi,3550,"Strumička br.72, Park view, 87m2",Voždovac,44.7891936,20.4811766
85,Beograd,2," Opština Novi Beograd, Blok 67a (A blok), Uroša Martinovića",355500,3.0,halooglasi,4182,"Savada, lux, novogradnja, garaža, ID 21138",Novi Beograd,44.8059399,20.4022391
91,Beograd,p," Opština Obrenovac, Rvati, Dr Arčibalda Rajsa",78000,3.0,halooglasi,857,HITNO! Lep dupleks u naselju Rvati - TOP ponuda,Obrenovac,44.6546771,20.193447
74,Beograd,1," Opština Novi Beograd, Fontana, Narodnih heroja",209000,2.5,halooglasi,2824,"Fontana, Narodnih heroja, 74m2(lođa), 2.5 ID#2451",Novi Beograd,44.8217669,20.404923
50,Beograd,p," Opština Voždovac, Konjarnik, Vladimira Tomanovića",112000,2.0,halooglasi,2240,"Vladimira Tomanovića,  uknjižen, useljiv ID#815703",Voždovac,44.7812119,20.501619
58,Beograd,3," Opština Čukarica, Banovo brdo, Šumadijski trg",169900,3.0,halooglasi,2929,Banovo brdo-Šumadijski trg,Čukarica,44.7817729,20.4162386
52,Beograd,1," Opština Zemun, Gornji grad, Alaska",122200,2.5,halooglasi,2350,“Alaska” oaza mira  dvoiposoban stan,Zemun,44.8512016,20.3880815
120,Beograd,5,"Banovo Brdo, Čukarica, Čukarica opština",315000,3.0,4zida,2625,Nodilova,Čukarica,44.7863868,20.4149204
60,Beograd,2," Opština Čukarica, Sremčica, Porodice Milošević",67000,2.0,halooglasi,1117,Prodajem dvosoban stan u Sremčici,Čukarica,44.6849907,20.385754
66,Beograd,p," Opština Grocka, Vinča, Krajinska",63000,2.0,halooglasi,955,"Prodaja stanova, Vinča",Grocka,44.7499625,20.6087615
60,Beograd,1,"Rakovica, Rakovica opština",107000,3.0,4zida,1783,Pilota Mihaila Petrovića,Rakovica,44.7466503,20.4429542
154,Beograd,0," Opština Zvezdara, Zeleno brdo, Majke Angeline",215500,1.0,halooglasi,1399,"1.0, Kluz, uknjižen, 154m2, vpr/4, parking",Zvezdara,44.7877203,20.5195471
83,Beograd,2," Opština Novi Beograd, Blok 65, Bulevar heroja sa Košara",295000,3.0,halooglasi,3554,Blok 65 Bulevar heroja sa Košara 83m2,Novi Beograd,44.8147232,20.3986105
41,Beograd,0.5," Opština Čukarica, Sremčica, Dvoržakova",59000,2.0,halooglasi,1439,"Sremčica Dvoržakova,2.0, 41m2,vpr, ta, uknj,59.000",Čukarica,44.6901435,20.3859052
60,Beograd,2," Opština Rakovica, Labudovo brdo, 11. krajiške divizije",127000,2.0,halooglasi,2117,"Labudovo brdo, 60m2, II, cg, renoviran",Rakovica,44.7304798,20.4218693
82,Beograd,3," Opština Stari grad, Centar, Kraljice Natalije",275000,3.5,halooglasi,3354,"Beograd, Centar, Kraljice Natalije",Stari Grad,44.8140173,20.4576465
110,Beograd,5," Opština Novi Beograd, Blok 63, Japanska",369000,4.0,halooglasi,3355,"Novogradnja, izuzetan, 90m2+20m2 terasa, garaza!",Novi Beograd,44.8061215,20.3819017
62,Beograd,p," Opština Voždovac, Lekino brdo, Gospodara Vučića",168000,3.0,halooglasi,2710,"Lekino brdo, duplex",Voždovac,44.791754,20.4882691
95,Beograd,0.5," Opština Zvezdara, Bulbulder, Mariborska",300000,3.5,halooglasi,3158,"Bulbulder, sa parking mestom",Zvezdara,44.8031732,20.4904373
95,Beograd,1," Opština Novi Beograd, Blok 37, Bulevar Milutina Milankovića",210000,3.0,halooglasi,2211,"Blok 37, Milutina Milankovica, 3.0 95m2, lodje, 1/",Novi Beograd,44.8198925,20.3962674
33,Beograd,1," Opština Zemun, Altina, Abebe Bikile",56000,0.5,halooglasi,1697,"Beograd, Zemun, Altina",Zemun,44.8486766,20.3642301
63,Beograd,p," Opština Čukarica, Košutnjak, Pionirska",159000,3.0,halooglasi,2524,"Topčider, salonac - Pionirska 63kvm",Čukarica,44.7667539,20.4326687
75,Beograd,11," Opština Zemun, Karađorđev trg, Karađorđev trg",189000,3.0,halooglasi,2520,Zemun Kej- Karađorđev trg,Zemun,44.8367636,20.4175586
70,Beograd,2," Opština Zemun, Galenika, Milenka Verkića",98000,3.0,halooglasi,1400,"Milenka Verkića, Nova Galenka, Zemun ID#2018",Zemun,44.8590305,20.3678977
108,Beograd,p," Opština Palilula, Hadžipopovac",373170,4.0,halooglasi,3469,"Hadžipopovac, Lux novogrdnja, 4.0, garaža",Palilula,44.8123033,20.48164
69,Beograd,0.5," Opština Zvezdara, Učiteljsko naselje, Paje Jovanovića",157642,3.0,halooglasi,2300,"3.0, Učiteljsko naselje, Paje Jovanovića, 68.55m2",Zvezdara,44.7890567,20.509463
62,Beograd,3," Opština Novi Beograd, Bežanijska kosa 2, Danila Lekića Španca",163500,2.5,halooglasi,2637,Danila Lekića Španca Bežanijska kosa Novi Beogr...,Novi Beograd,44.8197096,20.3881321
70,Beograd,2," Opština Zvezdara, Mirijevo, Radeta Markovića",147000,2.5,halooglasi,2100,"Zvezdara (Beograd), Mirijevo, Stan, 2.5, 70m2",Zvezdara,44.8013637,20.5222851
80,Beograd,0.5," Opština Zvezdara, Konjarnik, Mihaila Todorovića",192000,4.0,halooglasi,2415,4.0 stan u novogradnji na Konjarniku ID#1756,Zvezdara,44.7816364,20.5125607
108,Beograd,2,Savski Venac,310000,4.0,4zida,2870,Kneza Miloša,Savski Venac,44.8028737,20.4575104
66,Beograd,p," Opština Novi Beograd, Blok 23, Bulevar Arsenija Čarnojevića",175000,2.5,halooglasi,2652,"Blizina Sava centra, duplex, mereno 81m2+15m2 tera",Novi Beograd,44.8097195,20.4241549
57,Beograd,1," Opština Zvezdara, Cvetkova pijaca, Donska",169000,2.5,halooglasi,2965,"Cvetkova Pijaca, Donska",Zvezdara,44.790374,20.5025341
58,Beograd,1," Opština Čukarica, Železnik, Darinke Radović",95900,2.0,halooglasi,1653,Dvosoban stan odličnog rasporeda - 58m2,Čukarica,44.7298193,20.3828747
