area,city,floor,location,price,rooms,source,square_price,title
59,Svilajnac,p," Gradska lokacija , Širi centar , Kralja Petra I ",50150,2.0,halooglasi,850,Novi stan 59m2 u Svilajncu
22,Vrnjačka Banja,1," Gradska lokacija , Centar ",48400,0.5,halooglasi,2200,Garsinjera- Vrnjačka Banja
25,Vrnjačka Banja,2," Gradska lokacija , Centar ",47545,0.5,halooglasi,1902,Vrnjačka Banja
53,Beograd,0," Opština Palilula , Karaburma , Mirijevski bulevar ",125000,2.0,halooglasi,2358,"Karaburma, 53m2, uknjižen, kompletno renoviran"
68,Kragujevac,7," Gradska lokacija , Mala Vaga , Kneza Miloša ",71000,3.0,halooglasi,1044,Mala vaga - stan 68mkv
120,Beograd,8," Opština Novi Beograd , Blok 38 , Bulevar Arsenija Čarnojevića ",349000,4.0,halooglasi,2908,"Blok 38, 120m2, VIII, cg"
34,Jagodina,2," Gradska lokacija , Centar ",42900,1.0,halooglasi,1262,Jednosoban namesten renoviran stan u centru
32,Novi Sad,p," Opština Novi Sad , Novo Naselje ",118450,2.0,halooglasi,3702,"Prodaja,2.0 soban stan,32m2,Novo Naselje,Novi Sad"
60,Novi Sad,3," Opština Novi Sad , Detelinara ",120000,2.0,halooglasi,2000,"Prodaja,2.0 soban stan,60m2,Detelinara,Novi Sad"
27,Novi Sad,p," Opština Novi Sad , Liman 3 ",87550,0.5,halooglasi,3243,"Prodaja, garsonjera, 27m2, Liman 3, Novi Sad"
31,Novi Sad,p," Opština Novi Sad , Liman 3 ",97850,1.0,halooglasi,3156,"Prodaja, 1.0 soban stan, 31m2, Liman 3, Novi Sad"
35,Novi Sad,0," Opština Novi Sad , Grbavica ",93800,1.5,halooglasi,2680,"Prodaja, 1.5 soban stan, 35m2, Grbavica, Novi Sad"
44,Novi Sad,1," Opština Novi Sad , Liman 4 ",115360,1.5,halooglasi,2622,"Prodaja, 1.5 soban stan, 44m2, Liman 4, Novi Sad"
21,Novi Sad,0," Opština Novi Sad , Adice ",33990,0.5,halooglasi,1619,"Prodaja, garsonjera, 21m2, Adice, Novi Sad"
30,Novi Sad,0.5," Opština Novi Sad , Socijalno ",83430,1.0,halooglasi,2781,"Prodaja, 1.0 soban stan, 30m2, Socijalno, Novi Sad"
72,Novi Sad,2," Opština Novi Sad , Sajam ",216300,3.0,halooglasi,3004,"Prodaja, 3.0 soban stan, 72m2, sajam, Novi Sad"
58,Novi Sad,0.5," Opština Novi Sad , Liman 1 ",149350,2.0,halooglasi,2575,"prodaja, 2.0 soban stan, 58m2, Liman1, Novi Sad"
31,Novi Sad,1," Opština Novi Sad , Adice ",69000,1.5,halooglasi,2226,"Prodaja, 1.5 soban stan, 31m2, Adice, Novi Sad"
64,Novi Sad,0," Opština Novi Sad , Podbara ",87550,3.0,halooglasi,1368,"Prodaja, 3.0 soban stan, 64m2, Podbara, Novi Sad"
80,Novi Sad,p," Petrovaradin , Alibegovac ",152500,4.0,halooglasi,1906,"Prodaja,4.0 soban stan,80m2,Alibegovac,Novi Sad"
48,Novi Sad,0," Opština Novi Sad , Satelit ",84460,2.0,halooglasi,1760,"Prodaja, 2.0 soban stan, 48m2, Satelit, Novi Sad"
29,Novi Sad,4," Opština Novi Sad , Bulevar Oslobođenja ",87000,0.5,halooglasi,3000,"Garsonjera, 29m2, Bulevar oslobođenja, Novi Sad"
51,Novi Sad,4," Opština Novi Sad , Novo Naselje ",114900,2.0,halooglasi,2253,"2.0 soban stan, 51m2, Novo Naselje, Novi Sad"
28,Novi Sad,0," Opština Novi Sad , Centar ",72000,0.5,halooglasi,2571,"Prodaja, garsonjera 28m2, centar, Novi Sad"
29,Novi Sad,0," Opština Novi Sad , Adice ",42230,0.5,halooglasi,1456,"Prodaja, garsonjera 29m2, Adice, Novi Sad"
25,Novi Sad,2," Opština Novi Sad , Nova Detelinara ",63900,0.5,halooglasi,2556,"Prodaja,garsonjera,25m2,Nova detelinara,Novi Sad"
23,Novi Sad,1," Opština Novi Sad , Podbara ",61800,1.0,halooglasi,2687,"Prodaja, garsonjera, 23m2, Podbara, Novi Sad"
33,Novi Sad,-0.5," Opština Novi Sad , Grbavica ",47600,0.5,halooglasi,1442,"Prodaja garsonjere 33m2, Grbavica, Novi Sad"
91,Novi Sad,1," Opština Novi Sad , Centar ",267800,3.0,halooglasi,2943,"Prodaja, 3.0 soban stan, 91m2, centar, Novi Sad"
52,Novi Sad,1," Opština Novi Sad , Grbavica , Braće Ribnikar ",158620,2.0,halooglasi,3050,"Prodaja, 2.0 soba stan, 52m2, Grbavica, Novi Sad"
32,Novi Sad,6," Opština Novi Sad , Podbara ",78280,1.5,halooglasi,2446,"Prodaja, 1.5 soban stan, 32m2, Podbara, Novi Sad"
51,Novi Sad,4," Opština Novi Sad , Detelinara ",115360,3.0,halooglasi,2262,"Prodaja, 3.0 soban stan 51m2, Detelinara, Novi Sad"
73,Novi Sad,0," Opština Novi Sad , Novo Naselje ",111240,3.0,halooglasi,1524,"3.0 soban stan 73m2, Novo naselje, Novi Sad"
136,Novi Sad,4," Opština Novi Sad , Nova Detelinara ",199000,4.0,halooglasi,1463,"4.0 soban stan, 136m2, Nova detelinara, Novi Sad"
37,Novi Sad,0," Opština Novi Sad , Bulevar Evrope ",83430,1.5,halooglasi,2255,"1.5 soban stan, 37m2, Bulevar Evrope, Novi Sad"
93,Novi Sad,0.5," Opština Novi Sad , Centar ",239450,4.0,halooglasi,2575,"Prodaja, 4.0 soban stan 93m2, centar, Novi Sad"
37,Novi Sad,p," Opština Novi Sad , Grbavica ",77000,1.5,halooglasi,2081,"Prodaja, 1.5 soban stan, 37m2, Grbavica, Novi Sad"
35,Novi Sad,-0.5," Opština Novi Sad , Socijalno ",80000,1.5,halooglasi,2286,"Prodaja, 1.5 soban stan, 35m2, Socijalno, Novi Sad"
71,Novi Sad,1," Opština Novi Sad , Podbara ",164800,4.0,halooglasi,2321,"Prodaja, 4.0 soban stan, 71m2, Podbara, Novi Sad"
74,Beograd,2," Opština Novi Beograd , Stari Merkator , Luja Adamiča ",208500,2.0,halooglasi,2818,"Odličan stan, retko u ponudi, uknjižen"
34,Beograd,5," Opština Novi Beograd , Blok 44 (TC Piramida) , Nehruova ",101800,1.5,halooglasi,2994,"Blok 44, Nehruova, uknjižen, renoviran"
77,Beograd,8," Opština Palilula , Botanička bašta , Šajkaška ",240000,3.5,halooglasi,3117,"Palilula, Botanička bašta - Šajkaška 77m2"
59,Beograd,1," Opština Zemun , Prvomajska , Prvomajska ",141600,2.0,halooglasi,2400,"Zemun, Prvomajska, 2.0, 59m2"
31,Mionica,p," Okolno mesto , Banja Vrujci , Rakari ",25300,1.0,halooglasi,816,Apartman u Banji Vrujci
67,Beograd,2," Opština Palilula , Višnjička Banja , Mirka Milojkovića ",127000,3.0,halooglasi,1896,"Sunnyville, Mirka Milojkovića, 67m2 ID#52983"
56,Novi Sad,0," Opština Novi Sad , Telep ,  ",126800,2.5,halooglasi,2264,"Telep, 56m2, Dvoiposoban sa Pdv"
60,Novi Sad,0," Opština Novi Sad , Telep ,  ",135600,3.0,halooglasi,2260,"Telep, 60m2, Trosoban sa Pdv"
30,Novi Sad,0," Opština Novi Sad , Lipov gaj ,  ",44300,0.5,halooglasi,1477,"Adice, 30m2, Garsonjera, Novo"
59,Novi Sad,0," Opština Novi Sad , Telep ,  ",120700,2.5,halooglasi,2046,"Telep, 59m2, Dvoiposoban sa Pdv"
65,Novi Sad,p," Opština Novi Sad , Bulevar Evrope ,  ",195000,3.0,halooglasi,3000,"AdamoviĆevo Naselje, 65m2, Trosoban, NameŠten sa G"
53,Novi Sad,0," Opština Novi Sad , Podbara ,  ",136500,2.5,halooglasi,2575,"Podbara, 53m2, Dvoiposoban sa Pdv"
37,Novi Sad,0," Opština Novi Sad , Podbara ,  ",95400,1.5,halooglasi,2578,"Podbara, 37m2, Jednoiposoban sa Pdv"
54,Novi Sad,0," Opština Novi Sad , Podbara ,  ",137800,2.5,halooglasi,2552,"Podbara, 54m2, Dvoiposoban sa Pdv"
38,Novi Sad,0," Opština Novi Sad , Podbara ,  ",96600,1.5,halooglasi,2542,"Podbara, 38m2, Jednoiposoban sa Pdv"
43,Novi Sad,0," Opština Novi Sad , Podbara ,  ",108150,2.0,halooglasi,2515,"Podbara, 43m2, Dvosoban, Novogradnja"
46,Novi Sad,0," Opština Novi Sad , Socijalno ,  ",64900,2.0,halooglasi,1411,"Socijalno, 46m2, Dvosoban, Suteren"
54,Novi Sad,0," Opština Novi Sad , Novo Naselje ,  ",103000,1.5,halooglasi,1907,"Novo Naselje, 54m2, Jednoiposoban, Šonsi"
15,Novi Sad,0," Opština Novi Sad , Adice ,  ",37000,1.0,halooglasi,2467,"Adice, Jednosoban 15m2 plus Galerija"
36,Novi Sad,0," Opština Novi Sad , Telep ,  ",86650,1.5,halooglasi,2407,"Telep, 36m2, Jednoiposoban sa Pdv"
37,Novi Sad,0," Opština Novi Sad , Telep ,  ",89500,1.5,halooglasi,2419,"Telep, 37m2, Jednoiposoban sa Pdv"
31,Novi Sad,0," Opština Novi Sad , Telep ,  ",76650,1.5,halooglasi,2473,"Telep, 31m2, Jednoiposoban sa Pdv"
116,Novi Sad,p," Opština Novi Sad , Bulevar patrijarha Pavla ,  ",236900,6,halooglasi,2042,"Somborski Bulevar, 116m2. Šestosoban-DUPLEX"
27,Novi Sad,6," Opština Novi Sad , Sajam ,  ",79950,1.5,halooglasi,2961,"SajmiŠte, 27m2, Jednoiposoban, NameŠten"
70,Novi Sad,6," Opština Novi Sad , Liman 3 ,  ",175100,2.5,halooglasi,2501,"Limanska Pijaca, 70m2, Dvoiposoban, UknjiŽen"
54,Novi Sad,p," Opština Novi Sad , Bulevar Evrope ,  ",134950,2.0,halooglasi,2499,"Bulevar Evrope, 54m2, Dvosoban, UknjiŽen"
64,Novi Sad,6," Opština Novi Sad , Bulevar Oslobođenja ,  ",131850,2.0,halooglasi,2060,"Bulevar, 64m2, Dvosoban, Fasadna Cigla"
104,Novi Sad,p," Opština Novi Sad , Spens ,  ",267800,3.0,halooglasi,2575,"Kod Spensa, 104m2, Trosoban, RadniČka ulica"
62,Novi Sad,6," Opština Novi Sad , Socijalno ,  ",159650,2.5,halooglasi,2575,"Socijalno, 62m2, Dvoiposoban, Renoviran sa Kuhinjo"
29,Novi Sad,8," Opština Novi Sad , Bulevar Evrope ,  ",77250,1.5,halooglasi,2664,"Bulevar Evrope, 29m2, Jednoiposoban, NameŠten"
57,Novi Sad,4," Opština Novi Sad , Bulevar Oslobođenja ,  ",146900,2.5,halooglasi,2577,"Bulevar, 57m2, Dvoiposoban, Renoviran"
91,Novi Sad,4," Opština Novi Sad , Nova Detelinara ,  ",187500,4.0,halooglasi,2060,"Nova Detelinara, 91m2, Četvorosoban, Čika Stevina"
126,Novi Sad,p," Opština Novi Sad , Centar ,  ",389000,4.0,halooglasi,3087,"Strogi Centar, 126m2, Četvorosoban sa Pdv"
23,Novi Sad,4," Opština Novi Sad , Grbavica ,  ",72000,0.5,halooglasi,3130,"Grbavica, 23m2, Garsonjera, NameŠtena"
58,Novi Sad,p," Opština Novi Sad , Novo Naselje ,  ",121550,2.0,halooglasi,2096,"Novo Naselje, 58m2, Dvosoban, Renoviran, Savina"
50,Novi Sad,5," Petrovaradin , Petrovaradin ,  ",82400,2.5,halooglasi,1648,"Petrovaradin, Blok Viii,50 m2,Dvoiposoban"
72,Novi Sad,p," Opština Novi Sad , Centar ,  ",247200,3.0,halooglasi,3433,"Strogi Centar, 72m2, Trosoban, Lux NameŠten, Kod P"
108,Novi Sad,p," Opština Novi Sad , Spens ,  ",268000,4.0,halooglasi,2481,"Kod SPENS-a, 108m2, Četvorosoban-Duplex"
121,Novi Sad,5," Opština Novi Sad , Salajka ,  ",281000,4.0,halooglasi,2322,"Širi Centar, 121m2, Četvorosoban, Novogradnja"
39,Novi Sad,3," Opština Novi Sad , Novo Naselje ,  ",92700,2.0,halooglasi,2377,"Novo Naselje-savina, 39m2,Dvosoban !"
39,Novi Sad,3," Opština Novi Sad , Nova Detelinara ,  ",97850,1.5,halooglasi,2509,"Nova Detelinara, 39m2, Jednoiposoban"
84,Novi Sad,p," Petrovaradin , Petrovaradin ,  ",173120,3.0,halooglasi,2061,"Petrovaradin, 84m2, Nov, Trosoban sa Pdv"
50,Novi Sad,p," Petrovaradin , Petrovaradin ,  ",102280,2.0,halooglasi,2046,"Petrovaradiin, 50m2, Dvosoban sa Pdv"
73,Novi Sad,3," Opština Novi Sad , Bulevar patrijarha Pavla ,  ",164300,3.0,halooglasi,2251,"Somborski Bulevar, 73m2, Trosoban sa Pdv, Extra"
65,Novi Sad,3," Opština Novi Sad , Liman 3 ,  ",154500,3.5,halooglasi,2377,"Liman 3, 65m2, Troiposoban, Renoviran"
63,Novi Sad,3," Opština Novi Sad , Grbavica ,  ",221300,3.0,halooglasi,3513,"Grbavica, 63 m2, Trosoban, Lux!"
79,Novi Sad,p," Opština Novi Sad , Bulevar Oslobođenja ,  ",164800,3.0,halooglasi,2086,"FutoŠka Pijaca, 79m2, Trosoban sa Gratis Tavanom 2"
68,Novi Sad,3," Opština Novi Sad , Liman 2 ,  ",216300,2.5,halooglasi,3181,"Liman 2, 68m2, Dvoiposoban, Renoviran"
103,Novi Sad,4," Opština Novi Sad , Grbavica ,  ",291800,4.0,halooglasi,2833,"Grbavica, 103m2, Četvorosoban, Nov, Useljiv"
62,Novi Sad,p," Opština Novi Sad , Podbara ,  ",159650,3.5,halooglasi,2575,"Podbara, 62m2, Troiposoban sa Pdv"
56,Novi Sad,4," Opština Novi Sad , Bulevar Oslobođenja ,  ",109600,2.0,halooglasi,1957,"Bulevar, 56m2, Dvosoban, OdrŽavan"
44,Novi Sad,2," Opština Novi Sad , Bulevar patrijarha Pavla ,  ",97850,2.0,halooglasi,2224,"Somborski Bulevar, 44m2, Dvosoban, UknjiŽen Sa Nam"
37,Novi Sad,2," Opština Novi Sad , Telep ,  ",91500,1.5,halooglasi,2473,"Heroja Pinkija, 37m2, Jednoiposoban, Nov, Useljiv"
140,Novi Sad,p," Opština Novi Sad , Veternička rampa ,  ",209000,6,halooglasi,1493,"VeterniČka Rampa, 140 m2, Petosoban sa PDV,uskoro"
59,Novi Sad,p," Opština Novi Sad , Veternička rampa ,  ",118450,3.0,halooglasi,2008,"VeterniČka Rampa, 59m2, Trosoban sa Pdv"
61,Novi Sad,p," Opština Novi Sad , Telep ,  ",124400,2.5,halooglasi,2039,"Telep, 61m2, Dvoiposoban sa Pdv"
53,Novi Sad,2," Opština Novi Sad , Novo Naselje ,  ",105100,1.5,halooglasi,1983,"Novo Naselje, 53m2, Jednoiposoban, Renoviran"
55,Novi Sad,p," Opština Novi Sad , Centar ,  ",159650,1.5,halooglasi,2903,"Centar, 55m2, Jednoiposoban, NameŠten"
62,Novi Sad,3," Opština Novi Sad , Detelinara ,  ",113300,2.5,halooglasi,1827,"Detelinara,62 m2, Trosoban, Renoviran"
71,Novi Sad,1," Opština Novi Sad , Podbara ,  ",191600,3.0,halooglasi,2699,"Kod AlmaŠke Crkve, 71m2, Trosoban, Renoviran, Name"
69,Novi Sad,2," Opština Novi Sad , Centar ,  ",169950,3.0,halooglasi,2463,"FutoŠka Pijaca, 69m2, Trosoban, UknjiŽen"
71,Novi Sad,p," Petrovaradin , Sremska Kamenica ,  ",136800,3.5,halooglasi,1927,"Sremska Kamenica, 71m2, Četvorosoban sa Pdv"
54,Novi Sad,p," Opština Novi Sad , Centar ,  ",139050,2.0,halooglasi,2575,"Centar, 54m2, Dvosoban u blizini PozoriŠta!"
41,Novi Sad,1," Opština Novi Sad , Bulevar patrijarha Pavla ,  ",110900,2.0,halooglasi,2705,"Somborski Bulevar, 37m2, jednoiposoban sa Pdv"
41,Novi Sad,1," Opština Novi Sad , Centar ,  ",128750,1.5,halooglasi,3140,"Kod IzvrŠnog VeĆa, 41m2, Jednoiposoban, Renoviran"
104,Novi Sad,1," Opština Novi Sad , Centar ,  ",321400,4.0,halooglasi,3090,"Centar, 104m2, Četvorosoban-PEŠAČKA Zona"
86,Novi Sad,1," Opština Novi Sad , Adice ,  ",137300,4.0,halooglasi,1597,"Adice, 86m2, Četvorosoban sa Pdv, Nov"
34,Novi Sad,1," Opština Novi Sad , Telep ,  ",94800,1.5,halooglasi,2788,"Telep-liman, 34m2, Jednoiposoban"
73,Novi Sad,1," Opština Novi Sad , Telep ,  ",169700,3.5,halooglasi,2325,"Telep, 73m2, Troiposoban sa Pdv"
38,Novi Sad,1," Petrovaradin , Petrovaradin ,  ",78800,2.0,halooglasi,2074,"Petrovaradin, 38m2, Jednoiposoban, Nov"
70,Novi Sad,1," Opština Novi Sad , Adice ,  ",138000,3.0,halooglasi,1971,"Adice, Trosoban, Nov sa Pdv"
70,Novi Sad,1," Opština Novi Sad , Adice ,  ",138800,3.5,halooglasi,1983,"Adice, 70m2, Troiposoban sa Pdv"
60,Novi Sad,1," Opština Novi Sad , Telep ,  ",120750,2.5,halooglasi,2012,"Telep, 60m2, Dvoiposoban sa Pdv"
92,Novi Sad,1," Opština Novi Sad , Sajam ,  ",247200,3.0,halooglasi,2687,"SajmiŠte, 92m2, Trosoban, Novogradnja"
56,Novi Sad,1," Opština Novi Sad , Novo Naselje ,  ",144200,2.5,halooglasi,2575,"Novo Naselje, 56m2, Dvoiposoban, Novogradnja"
51,Novi Sad,1," Opština Novi Sad , Bulevar Oslobođenja ,  ",113300,2.0,halooglasi,2222,"Bulevar Kralja Petra I, 51 m2, Dvosoban, UknjiŽen"
44,Novi Sad,0," Opština Novi Sad , Grbavica ,  ",104030,2.0,halooglasi,2364,"Grbavica, 44m2, Dvosoban !"
36,Novi Sad,0," Opština Novi Sad , Telep ,  ",89750,1.5,halooglasi,2493,"Telep - Liman 4, 36m2, Jednoiposoban sa Pdv"
42,Novi Sad,0," Opština Novi Sad , Telep ,  ",102350,2.0,halooglasi,2437,"Telep - Liman 4, 42m2, Dvosoban sa Pdv"
27,Novi Sad,0," Opština Novi Sad , Adice ,  ",42200,0.5,halooglasi,1563,"Adice, 27m2, Garsonjera, Nameštena"
48,Novi Sad,0," Opština Novi Sad , Grbavica ,  ",133990,2.0,halooglasi,2791,"Grbavica, 48 m2, Dvosoban, Novogradnja"
58,Novi Sad,0," Opština Novi Sad , Detelinara ,  ",130850,2.5,halooglasi,2256,"Detelinara, 58 m2, Dvoiposoban-RENOVIRAN !"
29,Novi Sad,1," Opština Novi Sad , Veternik ,  ",51500,1.5,halooglasi,1776,"Veternik, 29m2, Jednoiposoban"
38,Novi Sad,1," Opština Novi Sad , Nova Detelinara ,  ",100940,1.5,halooglasi,2656,"Nova Detelinara, 38m2, Jednoiposoban, Namešten"
47,Novi Sad,1," Opština Novi Sad , Podbara ,  ",121000,2.0,halooglasi,2574,"Podbara, 47m2, Dvosoban sa Pdv"
46,Novi Sad,1," Opština Novi Sad , Podbara ,  ",118450,2.0,halooglasi,2575,"Podbara, 46m2, Dvosoban sa Pdv"
79,Novi Sad,1," Opština Novi Sad , Podbara ,  ",203500,4.0,halooglasi,2576,"Podbara, 79 m2, Četvorosoban sa Pdv"
44,Novi Sad,1," Opština Novi Sad , Podbara ,  ",113300,2.0,halooglasi,2575,"Podbara, 44m2, Dvosoban sa Pdv"
42,Novi Sad,1," Opština Novi Sad , Podbara ,  ",108150,2.0,halooglasi,2575,"Podbara, 42m2, Dvosoban sa Pdv"
48,Novi Sad,1," Opština Novi Sad , Satelit ,  ",90640,2.0,halooglasi,1888,"Satelit,48 m2, Dvosoban, Renoviran"
37,Novi Sad,1," Opština Novi Sad , Bulevar patrijarha Pavla ,  ",99750,1.5,halooglasi,2696,"Somborski Bulevar, 35m2, Jednoiposoban sa Pdv"
40,Novi Sad,9," Opština Novi Sad , Bulevar Oslobođenja ,  ",92700,2.0,halooglasi,2318,"Bulevar, 40 m2, Dvosoban"
29,Novi Sad,0," Opština Novi Sad , Adice ,  ",44800,1.5,halooglasi,1545,"Adice, 29m2, Jednoiposoban, Nov"
74,Novi Sad,0," Opština Novi Sad , Liman 4 ,  ",144200,3.5,halooglasi,1949,"Liman 4, 74 m2, Troiposoban, UknjiŽen"
29,Novi Sad,0," Opština Novi Sad , Telep ,  ",66950,1.0,halooglasi,2309,"Telep, 29m2, garsonjera!"
29,Novi Sad,0," Opština Novi Sad , Telep ,  ",68800,1.0,halooglasi,2372,"Telep, 29m2, Jednosoban sa Pdv"
25,Novi Sad,0," Opština Novi Sad , Telep ,  ",59950,0.5,halooglasi,2398,"Telep, 26m2, garsonjera sa Pdv"
68,Novi Sad,0," Opština Novi Sad , Telep ,  ",146400,3.0,halooglasi,2153,"Telep, 68 m2, Trosoban sa Pdv"
67,Novi Sad,0," Opština Novi Sad , Telep ,  ",144200,2.5,halooglasi,2152,"Telep, 67m2, Dvoiposoban sa Pdv"
54,Novi Sad,0," Opština Novi Sad , Telep ,  ",110000,2.5,halooglasi,2037,"Telep, 54m2, Dvoiposoban sa Pdv"
37,Novi Sad,0," Opština Novi Sad , Salajka ,  ",85490,1.5,halooglasi,2311,"Salajka, 37m2, Jednoiposoban, Novogradnja"
46,Novi Sad,0," Opština Novi Sad , Grbavica ,  ",105000,2.0,halooglasi,2283,"Grbavica,46 m2,Dvosoban, UknjiŽen"
39,Novi Sad,0," Opština Novi Sad , Adice ,  ",66900,2.0,halooglasi,1715,"Adice, 39 m2, Dvosoban"
57,Novi Sad,p," Opština Novi Sad , Nova Detelinara ,  ",117500,2.0,halooglasi,2061,"Nova Detelinara, 57m2, Dvosoban, Nov, Useljiv"
40,Novi Sad,6," Opština Novi Sad , Spens ,  ",133900,2.0,halooglasi,3348,"Kod Spensa,40+12 m2,Dvosoban, Duplex !"
53,Novi Sad,6," Opština Novi Sad , Bulevar Evrope ,  ",98900,2.0,halooglasi,1866,"Bulevar Evrope, 53m2, Dvosoban, Renoviran"
47,Novi Sad,8," Opština Novi Sad , Liman 3 ,  ",126700,1.5,halooglasi,2696,"Liman 3, 47m2, jednoiposoban, Renoviran!"
78,Novi Sad,8," Opština Novi Sad , Liman 4 ,  ",160800,2.5,halooglasi,2062,"Liman 3, 78m2, Dvoiposoban"
62,Novi Sad,9," Opština Novi Sad , Bulevar Oslobođenja ,  ",133990,2.5,halooglasi,2161,"Bulevar, 62 m2, Dvoiposoban, UknjiŽen"
44,Novi Sad,p," Opština Novi Sad , Nova Detelinara ,  ",115880,2.0,halooglasi,2634,"Nova Detelinara, 44m2, Dvosoban, Duplex"
27,Novi Sad,p," Opština Novi Sad , Adamovićevo Naselje ,  ",59800,1.0,halooglasi,2215,"AdamoviĆevo, 27m2, Jednosoban"
72,Novi Sad,p," Opština Novi Sad , Telep ,  ",169850,4.0,halooglasi,2359,"Telep - Liman 4,  72m2, Četvorosoban sa Pdv"
82,Novi Sad,p," Opština Novi Sad , Telep ,  ",184400,4.0,halooglasi,2249,"Telep - Liman 4, 82m2, Četvorosoban sa Pdv"
37,Novi Sad,p," Opština Novi Sad , Novo Naselje ,  ",66950,1.5,halooglasi,1809,"Novo Naselje, 37m2, Jednoiposoban !"
81,Novi Sad,p," Opština Novi Sad , Novo Naselje ,  ",143200,3.0,halooglasi,1768,"Novo Naselje, 81m2, Troiposoban-Duplex"
70,Novi Sad,5," Opština Novi Sad , Bulevar Oslobođenja ,  ",206000,3.5,halooglasi,2943,"Bulevar, 70m2, Troiposoban, Renoviran, NameŠten-fu"
48,Novi Sad,4," Opština Novi Sad , Nova Detelinara ,  ",123600,2.0,halooglasi,2575,"Nova Detelinara, 48 m2, dvosoban!"
14,Novi Sad,4," Opština Novi Sad , Detelinara ,  ",43300,0.5,halooglasi,3093,"Detelinara, 14m2, Garsonjera!"
111,Novi Sad,4," Opština Novi Sad , Bulevar Evrope ,  ",288400,4.0,halooglasi,2598,"Bulevar Evrope, 111 m2, Četvorosoban, Novogradnja"
39,Novi Sad,4," Opština Novi Sad , Bulevar Evrope ,  ",99950,1.5,halooglasi,2563,"Bulevar Evrope, 39m2, Jednoiposoban, NameŠten !"
55,Novi Sad,4," Opština Novi Sad , Grbavica ,  ",101950,2.0,halooglasi,1854,"Limanska Pijaca, 55m2, Dvosoban"
46,Novi Sad,p," Opština Novi Sad , Detelinara ,  ",115400,2.0,halooglasi,2509,"Detelinara, 46m2, Dvosoban, Nov, Useljiv"
112,Novi Sad,p," Opština Novi Sad , Novo Naselje ,  ",188500,3.5,halooglasi,1683,"Novo Naselje, 112m2, Troiposoban-Duplex bez kosina"
81,Novi Sad,p," Opština Novi Sad , Bulevar Oslobođenja ,  ",195700,4.0,halooglasi,2416,"FutoŠka Pijaca, 81m2, četvorosoban! Duplex"
53,Novi Sad,3," Opština Novi Sad , Detelinara ,  ",118450,2.0,halooglasi,2235,"Detelinara, 53m2, Dvosoban"
59,Novi Sad,3," Opština Novi Sad , Sajam ,  ",145850,3.0,halooglasi,2472,"Kod Sajma, 59m2, Trosoban, Nov, Useljiv"
43,Novi Sad,p," Opština Novi Sad , Sajam ,  ",97850,2.0,halooglasi,2276,"Kod Betanije, 43m2, Dvosoban"
95,Novi Sad,3," Opština Novi Sad , Bulevar Oslobođenja ,  ",236900,4.0,halooglasi,2494,"Bulevar OsloboĐenja, 95 m2,Četvorosoban"
80,Novi Sad,3," Opština Novi Sad , Spens ,  ",262650,3.0,halooglasi,3283,"Spens, 80 m2, Trosoban, Lux, Renoviran"
104,Novi Sad,4," Opština Novi Sad , Centar ,  ",278500,4.0,halooglasi,2678,"Kod Riblje Pijace, 104m2, Četvorosoban!"
79,Novi Sad,p," Opština Novi Sad , Novo Naselje ,  ",144200,3.0,halooglasi,1825,"Novo Naselje, 79, Trosoban, Duplex!"
37,Novi Sad,4," Opština Novi Sad , Spens ,  ",139050,1.5,halooglasi,3758,"Spens, 37m2, Jednoiposoban, Novogradnja"
86,Novi Sad,p," Opština Novi Sad , Grbavica ,  ",231250,4.0,halooglasi,2689,"Grbavica, 86m2, Četvorosoban !"
30,Novi Sad,3," Opština Novi Sad , Novo Naselje ,  ",74200,1.0,halooglasi,2473,"Novo Naselje, 30m2, Jednosoban"
83,Novi Sad,3," Opština Novi Sad , Bulevar Oslobođenja ,  ",196600,3.0,halooglasi,2369,"Kod FutoŠke Pijace, 83m2, Trosoban, UknjiŽen"
41,Novi Sad,3," Petrovaradin , Petrovaradin ,  ",96300,2.0,halooglasi,2349,"Petrovaradin, 41m2, Dvosoban, Nov, Useljiv Cena sa"
40,Novi Sad,3," Petrovaradin , Petrovaradin ,  ",90650,2.0,halooglasi,2266,"Petrovaradin, 40 m2, Dvosoban, Nov, Useljiv"
44,Novi Sad,3," Opština Novi Sad , Telep ,  ",108600,2.0,halooglasi,2468,"Telep - Liman 4, 44m2, Dvosoban sa Pdv"
50,Novi Sad,3," Opština Novi Sad , Telep ,  ",122000,2.0,halooglasi,2440,"Telep - Liman 4, 50 m2, Dvosoban sa Pdv"
60,Novi Sad,3," Opština Novi Sad , Telep ,  ",147150,3.0,halooglasi,2452,"Telep - Liman 4, 60m2, Trosoban sa Pdv"
41,Novi Sad,3," Opština Novi Sad , Telep ,  ",102300,1.5,halooglasi,2495,"Telep - Liman 4, 41m2, Jednoiposoban sa Pdv"
89,Novi Sad,p," Opština Novi Sad , Telep ,  ",219900,4.0,halooglasi,2471,"Telep, 89m2, Četvorosoban sa Pdv"
62,Novi Sad,3," Petrovaradin , Petrovaradin ,  ",103000,2.0,halooglasi,1661,"Petrovaradin, 62m2, Blok Viii"
69,Novi Sad,p," Opština Novi Sad , Adice ,  ",92400,3.5,halooglasi,1339,"Adice, 69m2, Troiposoban sa Pdv"
