area,city,floor,location,price,rooms,source,square_price,title
72,Beograd,20," Opština Savski venac , Beograd na vodi , Bulevar Vudroa Vilsona ",629888,2.0,halooglasi,8748,"Kula, pogled na reku, bez provizije ID#3009"
48,Beograd,2," Opština Zemun , Donji grad , Šilerova ",125000,2.0,halooglasi,2604,"Zemun, Donji grad , prodaja stana ID#1357"
71,Beograd,4," Opština Novi Beograd , Blok 61 , Jurija Gagarina ",186000,2.5,halooglasi,2620,"Blok 61, Jurija Gagarina 71m2, i  garaza"
52,Novi Sad,2," Opština Novi Sad , Novo Naselje ,  ",98000,2.0,halooglasi,1885,Kupi Bez Provizije! Dvosobni Stan s Pogledom na Pr
28,Novi Sad,3," Opština Novi Sad , Grbavica ,  ",99000,0.5,halooglasi,3536,Savršena garsonjera - povrat Pdv
97,Beograd,3," Opština Zvezdara , Cvetkova pijaca , Miodraga Petrovića Čkalje ",269000,4.0,halooglasi,2790,"Cvetkova pijaca, Zvezdara ID#1909"
75,Beograd,0.5," Opština Palilula , Profesorska kolonija , Stojana Novakovića ",330000,3.0,halooglasi,4400,"Prodaje se stan na odličnoj lokaciji, komforan u i"
105,Beograd,3," Opština Vračar , Čubura , Čuburska ",350000,3.0,halooglasi,3333,"Odličan stan, Vrhunska lokacija ID#126920"
58,Beograd,0," Opština Zemun , Karađorđev trg , Marine Koljubajeve ",120000,2.5,halooglasi,2069,"2.5 stan, Karađorđev trg ID#120437"
43,Beograd,1," Opština Savski venac , Dedinje , Borivoja Drobnjakovića ",158000,1.0,halooglasi,3674,"Prelep stan u srcu Dedinja, retko u ponudi ID#1255"
46,Beograd,4," Opština Palilula , Višnjička Banja , Slanački put ",115000,2.0,halooglasi,2500,Sunnyville - Slanački put
39,Novi Sad,1," Opština Novi Sad , Grbavica ,  ",135560,1.5,halooglasi,3476,Rezerviši odmah - savršena investicija sa povratom
68,Novi Sad,1," Opština Novi Sad , Grbavica ,  ",235000,3.0,halooglasi,3456,Rezerviši odmah - savršena investicija sa povratom
39,Zlatibor,5," Planina , Jezero , Aleksandra Pavlovića ",77500,1.5,halooglasi,1987,"Zlatibor, Aleksandra Pavlovića"
43,Beograd,3," Opština Vračar , Južni bulevar ,  ",152000,1.5,halooglasi,3535,"Južni bulevar, Vračar, novogradnja ID#2063"
57,Beograd,1," Opština Voždovac , Šumice ,  ",172800,2.5,halooglasi,3032,"Šumice, Voždovac, novogradnja ID#2062"
118,Beograd,p," Opština Voždovac , Banjica ,  ",312500,4.0,halooglasi,2650,"Novogradnja 118m2, direktno od investitora, bez pr"
55,Beograd,-0.5," Opština Zemun , Gornji grad , Bosanska ",112000,3.0,halooglasi,2036,"Bosanska, Gornji grad, Zemun ID#2259"
117,Novi Sad,1," Petrovaradin , Tatarsko brdo ",249000,4.0,halooglasi,2128,Troetazni stan u Sremskoj Kamenici po meri porodic
49,Beograd,p," Opština Zemun , Zelena avenija , Tošin bunar ",140157,1.5,halooglasi,2900,Zelena Avenija
73,Kragujevac,1," Gradska lokacija , Vašarište , Kazimira Veljkovića ",93000,3.0,halooglasi,1274,Prodajem stan u Kragujevcu 73m2
59,Beograd,4," Opština Zvezdara , Mirijevo , 16. oktobra ",110000,2.0,halooglasi,1864,"Beograd, Mirijevo, Šesnaestog oktobra"
52,Beograd,1," Opština Zemun , Zelena avenija , Tošin bunar ",154350,2.0,halooglasi,3000,Zelena Avenija
55,Novi Sad,0," Opština Novi Sad , Grbavica ,  ",189320,2.5,halooglasi,3442,Rezerviši odmah - savršena investicija sa povratom
63,Novi Sad,0," Opština Novi Sad , Grbavica ,  ",220400,2.5,halooglasi,3498,Rezerviši odmah - savršena investicija sa povratom
62,Beograd,0.5," Opština Zvezdara , Cvetkova pijaca , Olge Jovanović ",240000,3.0,halooglasi,3871,Blizina Cvetkove pijace ID#7262
80,Zlatibor,p," Planina , Centar , Jelene Anžujske ",168000,1.5,halooglasi,2100,2 apartmana Zlatibor Lux Eko naselje Jelena Anž.
83,Beograd,5," Opština Novi Beograd , Blok 72 , Dr Ivana Ribara ",197000,3.0,halooglasi,2373,"Blok 72, Dr.Ivana Ribara, 83m2 ID#5127"
57,Beograd,3," Opština Palilula , Hadžipopovac , Primorska ",198975,2.5,halooglasi,3491,"Hadžipopovac, u izgradnji, sa pdv-om"
67,Beograd,3," Opština Zvezdara , Lion , Preševska ",204850,3.0,halooglasi,3080,"3.0, Lion, Preševska, 66,51m2"
58,Beograd,3," Opština Zvezdara , Lion , Preševska ",178670,2.5,halooglasi,3081,"2.5, Lion, Preševska, 58m2"
56,Kopaonik,0," Okolno mesto , Treska ",79000,2.0,halooglasi,1411,"2.0, Kopaonik, Treska, 56m2"
83,Beograd,2," Opština Savski venac , Beograd na vodi ,  ",497888,1.0,halooglasi,6062,BW Riviera Executive Suites - studio apartman na p
75,Niš,1," Medijana , Medijana ,  ",123000,3.0,halooglasi,1640,3.0 Stan na prvom spratu u centru
109,Beograd,0.5," Opština Stari grad , Centar , Palmotićeva ",290000,3.0,halooglasi,2661,Palmotićeva Palmotićeva Stari grad Beograd Srbi...
52,Vrnjačka Banja,3," Gradska lokacija , Centar , Dejana Petkovića ",103000,3.0,halooglasi,1981,David lux 1
33,Vrnjačka Banja,1," Gradska lokacija , Centar , Velibora Markovića ",58650,2.0,halooglasi,1815,Vila Selena
46,Vrnjačka Banja,4," Gradska lokacija , Širi centar , Kraljevačka ",90565,2.0,halooglasi,1980,Vila Radan
33,Vrnjačka Banja,1," Gradska lokacija , Centar , Lipovačka ",65340,2.0,halooglasi,1980,Tri ljubičice
82,Beograd,1," Opština Stari grad , Skupština , Kosovska ",315000,3.0,halooglasi,3841,"Stari grad, Skupština - Kosovska"
100,Beograd,2," Opština Voždovac , Autokomanda , Admirala Vukovića ",260000,3.0,halooglasi,2600,"Autokomanda, Admirala Vukovića, 100m2+garaža ID#51"
42,Vrnjačka Banja,0," Gradska lokacija , Centar , Kneza Miloša ",75000,2.0,halooglasi,1786,"Stan na prodaju vrlo povoljno, cena dogovor"
91,Beograd,2," Opština Savski venac , Dedinje , Miloja Đaka ",315000,4.0,halooglasi,3462,"Dedinje, Miloja Đaka, 101m2 ID#37949"
45,Novi Sad,1," Opština Novi Sad , Šonsi ,  ",97850,2.5,halooglasi,2174,"NOVI SAD, NOVO NASELJE ŠONSI, Stan, 2.5, 45m2"
59,Niš,4," Medijana , Centar ,  ",90000,3.0,halooglasi,1525,Lep trosoban stan u strogom centru grada ID#4535
29,Vrnjačka Banja,2," Gradska lokacija , Centar , Lipovačka ",46500,2.0,halooglasi,1603,Kod Hotela Vrnjacke Terme
99,Beograd,2," Opština Zvezdara , Veliki Mokri Lug , Petkov Kladenac ",128700,3.0,halooglasi,1300,"Duplex, novija gradnja 99m2 ID#7260"
56,Pančevo,1," Gradska lokacija , Misa , Sremska ",79999,2.5,halooglasi,1429,"Nova Misa, Sremska, 56m2, komplet namešten ID#7259"
47,Niš,0," Palilula , Palilula ,  ",72000,2.0,halooglasi,1532,2.0 stan - 47m2 - u blizini Novog Niša
91,Beograd,1," Opština Palilula , Hadžipopovac , Primorska ",318500,3.5,halooglasi,3500,"Hadžipopovac, u izgradnji, sa pdv-om"
37,Vrnjačka Banja,1," Gradska lokacija , Centar ",74000,1.5,halooglasi,2000,Jednosoban stan na odličnoj lokaciji
112,Beograd,1," Opština Zemun , Zemun polje , Dejana Dubajića ",156800,4.0,halooglasi,1400,"Zemun polje, 112m2, 4.0 - odlična novogradnja"
86,Novi Sad,2," Opština Novi Sad , Telep , Bulevar Patrijarha Pavla ",181590,3.0,halooglasi,2112,"Novi Sad, Telep - Uknjižen trosoban stan ID#100063"
51,Novi Sad,0," Opština Novi Sad , Podbara , Patrijarha Čarnojevića ",128750,2.0,halooglasi,2525,"Novi Sad, Podbara - Uknjižen dvosoban stan ID#1000"
71,Beograd,p," Opština Voždovac , Kumodraž , Jabuka ",120000,3.0,halooglasi,1690,"Kumodraž, Jabuka, 3.0, 71m2, T"
50,Beograd,p," Opština Voždovac , Vojvode Vlahovića , Vojvode Vlahovića ",105000,1.5,halooglasi,2100,"Vojvode Vlahović, sa parking mestom ID#4124"
500,Beograd,6," Opština Palilula , Tašmajdan , Bulevar kralja Aleksandra ",1300000,6,halooglasi,2600,"CENTAR, Tašmajdan, 500m2"
50,Beograd,p," Opština Novi Beograd , Blok 72 , Dr Ivana Ribara ",139000,2.0,halooglasi,2780,"Dr Ivana Ribara, okružen zelenilom ID#7521"
83,Niš,10," Medijana , Bulevar Nemanjica , Bulevar Nemanjića ",159650,4.0,halooglasi,1923,Kompletno renoviran četvorosoban stan na Bulevaru
170,Beograd,2," Opština Savski venac , Mostarska petlja ,  ",460000,6,halooglasi,2706,Stan od 170m2 na odličnoj lokaciji
39,Beograd,2," Opština Rakovica , Resnik , Saše Filipovića ",68000,1.0,halooglasi,1744,"Saše Filipovića, Resnik, Rakovica ID#2061"
50,Beograd,p," Opština Novi Beograd , Stara Bežanija , Pere Segedinca ",102000,2.5,halooglasi,2040,Pere Segedinca dvoiposoban uknjižen
96,Beograd,1," Opština Novi Beograd , Blok 70 (kineski tržni centar) , Jurija Gagarina ",240000,4.0,halooglasi,2500,"Blok 70, Jurija Gagarina, 4.0 stan, 96m2, terasa 1"
47,Beograd,3," Opština Voždovac , Braće Jerković , Braće Jerković ",129000,2.0,halooglasi,2745,"Braće Jerković, 47m2+T, 2.0 ID#2460"
87,Beograd,0," Opština Savski venac , Dedinje , Miloja Đaka ",350000,3.0,halooglasi,4023,"Dedinje, sa dvorištem i parking mestom ID#3160"
70,Beograd,p," Opština Zemun , Gornji grad , Prizrenska ",190988,3.5,halooglasi,2750,"Odlična novogradnja, Zemun, Prizrenska"
30,Vrnjačka Banja,1," Gradska lokacija , Centar , Bulevar srpskih ratnika ",54000,1.0,halooglasi,1800,"Vrnjačka Banja, Bulevar srpskih ratnika"
122,Beograd,1," Opština Vračar , Slavija , Nemanjina ",359000,4.0,halooglasi,2945,"Salonac u srcu grada na Slaviji, retko u ponudi"
90,Beograd,p," Opština Zvezdara , Mirijevo , Raše Plaovića ",180000,4.0,halooglasi,2000,"Mirijevo, Raše Plaovića, 90m2 ID#51461"
64,Beograd,2," Opština Zvezdara , Mirijevo , Mihaila Bulgakova ",137600,3.0,halooglasi,2150,"Mirijevo, Mihaila Bulgakova, 64m2 ID#51482"
160,Beograd,p," Opština Voždovac , Lekino brdo , Đorđa Kratovca ",350000,6,halooglasi,2188,"Lekino Brdo, Đorđa Kratovca, 160m2, lux ID#51508"
101,Beograd,2," Opština Savski venac , Centar , Karađorđeva ",300000,4.0,halooglasi,2970,Extra mogućnost pravljenja 2 ili 3 stana od jednog
101,Beograd,p," Opština Novi Beograd , Blok 67 (Belvil) , Jurija Gagarina ",349990,3.0,halooglasi,3465,"Belville, Jurija Gagarina, 101m2 ID#51555"
81,Beograd,p," Opština Čukarica , Banovo brdo , Požeška ",230000,6,halooglasi,2840,"Banovo brdo, Požeška, 145m2 ID#36873"
125,Beograd,3," Opština Novi Beograd , Tošin bunar , Tošin Bunar ",431423,4.0,halooglasi,3451,"Novi Beograd, Tošin Bunar, 125m2-bez provizije za"
140,Beograd,2," Opština Novi Beograd , Tošin bunar , Tošin bunar ",455325,4.0,halooglasi,3252,"Novi Beograd, Tošin bunar, 140m2-bez provizije za"
96,Beograd,1," Opština Novi Beograd , Tošin bunar , Tošin bunar ",310960,3.0,halooglasi,3239,"Novi Beograd, Tošin bunar, 96m2-bez provizije za k"
155,Beograd,3," Opština Novi Beograd , Tošin bunar , Tošin bunar ",543095,4.0,halooglasi,3504,"Novi Beograd,Tošin Bunar, 155m2-bez provzije za ku"
203,Beograd,6," Opština Novi Beograd , Tošin bunar , Tošin bunar ",851382,6,halooglasi,4194,"Novi Beograd, Tošin bunar, 203m2-bez provizije za"
46,Beograd,0," Opština Voždovac , Lekino brdo , Gospodara Vučića ",115000,3.0,halooglasi,2500,"Voždovac, Lekino brdo, Gospodara Vučića, 46m2+10m2"
48,Beograd,0," Opština Palilula , Hadžipopovac , Bistrička ",205000,2.5,halooglasi,4271,"Palilula, Hadžipopovac, Bistrička 48m2+30m2 T+100m"
73,Beograd,4," Opština Voždovac , Voždovačka crkva , Vojvode Stepe ",190000,3.0,halooglasi,2603,"Voždovačka crkva, Vojvode Stepe, 73m2 ID#54169"
37,Zlatibor,4," Planina , Centar ,  ",80322,1.0,halooglasi,2171,"Zlatibor, Rakovića livade, novogradnja, 37m2 ID#51"
54,Sombor,p," Gradska lokacija , Centar ,  ",62000,2.0,halooglasi,1148,"Sombor. Noviji, 54m2, Iii sprat"
102,Sombor,p," Gradska lokacija , Centar ,  ",137500,4.0,halooglasi,1348,Četvorosoban stan 102m2 sa garažom
70,Sombor,2," Gradska lokacija , Centar ,  ",65000,3.0,halooglasi,929,"Centar Sombora, pešačka zona. Trosoban 70m2, drugi"
53,Sombor,3," Gradska lokacija , Selenča ,  ",50000,2.0,halooglasi,943,"Stan, 53 m2 na Iii spratu, Prvomajski Bulevar"
53,Odžaci,1," Gradska lokacija , Centar ,  ",50350,2.0,halooglasi,950,"Novogradnja, Odžaci, dvosoban stan, 53 m2, I sprat"
75,Odžaci,1," Gradska lokacija , Centar ,  ",71250,3.0,halooglasi,950,"Novogradnja, Odžaci, trosoban stan, 75 m2, I sprat"
56,Sombor,1," Gradska lokacija , Selenča ,  ",59500,2.5,halooglasi,1062,"Stan, Sombor, Selenča, 56 m2, I sprat"
250,Beograd,p," Opština Voždovac , Šumice ,  ",890000,6,halooglasi,3560,Ekskluzivan Penthaus sa 2 garažna mesta
55,Zlatibor,p," Planina , Obudojevica , Branešci bb ",86000,2.5,halooglasi,1564,Stan na Zlatiboru
33,Beograd,p," Opština Palilula , Karaburma , Patrisa Lumumbe ",81000,1.0,halooglasi,2455,Prodajem stan Karaburma (stara Karaburma)
96,Beograd,3," Opština Novi Beograd , Blok 70 (kineski tržni centar) , Jurija Gagarina ",235000,4.0,halooglasi,2448,"Novi Beograd, Blok 70, prodaja stana 96m2"
30,Beograd,0.5," Opština Zvezdara , Cvetkova pijaca , Podujevska ",84000,1.0,halooglasi,2800,Prodaja stana Cvetkova pijaca 30m2
49,Beograd,5," Opština Savski venac , Centar , Gavrila Principa ",194000,3.0,halooglasi,3959,"Lux stan, Savski Venac, Gavrila Principa"
62,Beograd,0.5," Opština Novi Beograd , Hotel Jugoslavija , Aleksinačkih rudara ",175000,2.5,halooglasi,2823,Hotel YU prodaja stana 62m2
30,Beograd,p," Opština Stari grad , Terazije , Terazije ",130000,1.5,halooglasi,4333,Prodaja renoviranog stana 30m2
64,Beograd,0.5," Opština Novi Beograd , Hotel Jugoslavija , Klare Cetkin ",183500,2.0,halooglasi,2867,Prodaja renoviranog stana Klare Cetkin 64m2
160,Beograd,5," Opština Zvezdara , Lion , Đevđelijska ",385000,4.0,halooglasi,2406,"Prodaja 4.0 stana, Lion, Lux"
44,Beograd,10," Opština Novi Beograd , Tošin bunar , Tošin bunar ",154733,2.0,halooglasi,3540,Lux novogradnja New Minel bez ag.provizije za kupc
88,Beograd,p," Opština Stari grad , Kopitareva gradina , Đure Daničića ",189000,3.0,halooglasi,2148,"Kopitareva gradina 88m2, prodaja stana"
65,Beograd,9," Opština Palilula , Centar , Šajkaška ",210000,2.0,halooglasi,3231,Prodaja renoviranog stana Šajkaška 65m2
65,Beograd,0.5," Opština Stari grad , Kosančićev venac , Fruškogorska ",250000,3.5,halooglasi,3846,"Prodaja stana, Kosančićev venac, 65m2"
34,Kopaonik,1," Planina , Centar ,  ",146200,1.0,halooglasi,4300,"Kopaonik apartman 34m, opremljen, 100m od Konaka,"
53,Beograd,p," Opština Zvezdara , Mirijevo , Matičanska ",106000,3.0,halooglasi,2000,"Prodaja stana Mirijevo, 53m2, 3.0, uknjižen"
31,Beograd,1," Opština Voždovac , Konjarnik , Mis Irbijeve ",104000,1.5,halooglasi,3355,Mis Irbijeva-Novogradnja-31m2
58,Niš,5," Medijana , Medicinski fakultet ,  ",74000,2.5,halooglasi,1276,"Dvoiposoban stan, 58m2, Dragiše Cvetkovića"
52,Beograd,0," Opština Voždovac , Šumice , Ustanička ",118000,2.5,halooglasi,2269,"Šumice, Ustanička, 52m2"
69,Beograd,2," Opština Zemun , Batajnica , Kralja Uroša I ",105000,2.5,halooglasi,1522,"Kralja Uroša I, 69m2,2.5, 2/5, CG ID#1486"
73,Beograd,2," Opština Voždovac , Šumice ,  ",170000,2.5,halooglasi,2329,"Šamačka, 73m2, 2.5,2/5, CG, lift ID#1567"
68,Beograd,0," Opština Voždovac , Vojvode Vlahovića , Generala Đoke Popovića ",150000,3.0,halooglasi,2206,"Naselje Veljko Vlahović, plus dve terase ID#5875"
53,Novi Sad,1," Petrovaradin , Popovica ,  ",149300,2.5,halooglasi,2817,Dvoiposoban stan luksuznom kompleksu sa bazenima.
87,Zlatibor,p," Planina , Jezero , Rujanska ",220000,3.0,halooglasi,2529,"Zlatibor, jezero"
50,Kragujevac,0," Gradska lokacija , Zvezda ,  ",60000,2.0,halooglasi,1200,"Stan u mirnom delu grada, uknjizen, moze na kredit"
130,Beograd,p," Opština Palilula , Hadžipopovac , Bistrička ",500000,4.0,halooglasi,3846,"Centar, Bistrička - 4.0 sa velikom terasom"
35,Novi Sad,1," Petrovaradin , Petrovaradin ,  ",64900,1.5,halooglasi,1854,"Petrovaradin-karagaČa, 35m2, Jednoiposoban sa pdv"
96,Novi Sad,3," Opština Novi Sad , Bistrica ,  ",199820,3.5,halooglasi,2081,"NOVI SAD, NOVO NASELJE -  BISTRICA, Stan, 3.5, 96m"
77,Beograd,1," Opština Voždovac , Konjarnik , Mis Irbijeve ",250000,3.0,halooglasi,3247,Mis Irbijeva-Novogradnja-77m2
35,Beograd,-0.5," Opština Savski venac , Klinički centar , Resavska  ",63000,1.5,halooglasi,1800,"Beograd, Klinički centar, Stan, 1.5, 35m2"
68,Niš,2," Medijana , Čair ,  ",140000,2.5,halooglasi,2059,"Nov dvoiposoban stan, Čair ID#4546"
49,Beograd,2," Opština Voždovac , Konjarnik , Mis Irbijeve ",165000,2.5,halooglasi,3367,Mis Irbijeva-Novogradnja-49m2
36,Vrnjačka Banja,p," Gradska lokacija , Širi centar , Resavska  ",58000,1.0,halooglasi,1611,Apartman na prodaju
83,Beograd,0," Opština Rakovica , Vidikovačka padina , 2. septembara ",63000,2.5,halooglasi,759,Vidikovačka padina 83kvm
63,Beograd,p," Opština Čukarica , Košutnjak , Pionirska ",159000,3.0,halooglasi,2524,"Topčider, salonac - Pionirska 63kvm"
66,Beograd,0.5," Opština Palilula , Karaburma , Dr Drage Ljočić ",120000,3.0,halooglasi,1818,"Lep trosoban stan, 66m2 ID#5864"
90,Beograd,0.5," Opština Voždovac , Medaković 3 , Braće Srnić ",198000,3.5,halooglasi,2200,"Voždovac, Medaković 3 - Braće Srnić, 90m2"
130,Beograd,1," Opština Stari grad , Centar , Đure Daničića ",425000,4.0,halooglasi,3269,Centar-Stari grad-Đure Daničića
55,Niš,4," Pantelej , Durlan ,  ",76000,3.0,halooglasi,1382,Na prodaju trosoban renoviran stan kod oš Mika Ant
84,Beograd,p," Opština Novi Beograd , Blok 62 , Jurija Gagarina ",205000,3.5,halooglasi,2440,"Jurija Gagarina, blok 62, Novi Beograd ID#2060"
71,Novi Sad,1," Petrovaradin , Popovica ,  ",198960,3.0,halooglasi,2802,Savršen porodičan stan u luksuznom kompleksu sa ba
102,Novi Sad,7," Opština Novi Sad , Telep ,  ",252150,4.0,halooglasi,2472,"NOVI SAD, TELEP, Stan, 4.0, 102m2"
48,Novi Sad,1," Opština Novi Sad , Centar ,  ",123600,2.0,halooglasi,2575,"NOVI SAD, CENTAR, Stan, 2.0, 48m2"
68,Beograd,p," Opština Rakovica , Skojevsko naselje , Ranka Žeravice ",135000,2.0,halooglasi,2004,"Skojevsko naselje, novogradnja 67.38m2 ID#7257"
41,Beograd,8," Opština Zvezdara , Mirijevo , Mirijevski venac ",82000,2.0,halooglasi,2000,Prodaja Mirijevski Venac kod Pošte
65,Loznica,3," Gradska lokacija , Centar , Vojvode Putnika ",79000,2.5,halooglasi,1215,Lep dvoiposobni stan u centru
75,Beograd,1," Opština Zvezdara , Zvezdarska šuma , Kladovska ",202000,3.0,halooglasi,2693,Zvezdarska šuma - Kladovska
60,Beograd,0.5," Opština Voždovac , Braće Jerković , Braće Jerković ",145000,2.0,halooglasi,2417,"Braće Jerković, 60m2"
91,Pančevo,p," Gradska lokacija , Širi centar , Cara Dušana ",125500,3.0,halooglasi,1379,Stan u izgradnji
51,Novi Sad,p," Opština Novi Sad , Grbavica , Puškinova ",115000,2.0,halooglasi,2255,Dvosoban stan na Grbavici
34,Beograd,1," Opština Voždovac , Lekino brdo , Veselina Masleše ",106000,1.0,halooglasi,3118,Veselina Masleše 51 nov lux opremljen 34m2
89,Beograd,2," Opština Vračar , Čubura , Šumatovačka 155 ",282464,3.5,halooglasi,3200,Vračar troiposoban stan Šumatovaćka 155 lux grada
85,Beograd,2," Opština Vračar , Južni bulevar , Šumatovačka ",272000,3.0,halooglasi,3200,Šumatovačka 155 lux zgrada stan 85m2 Vračar centar
35,Niš,5," Medijana , Centar ",82000,1.5,halooglasi,2343,Lep jednoiposoban stan sa nameštajem u centru ID#4
58,Beograd,0," Opština Palilula , Borča , Modrička ",87000,3.5,halooglasi,1500,"Palilula, Borča - Modrička"
118,Beograd,p," Opština Zvezdara , Slavujev venac , Stanka Vraza ",220000,6,halooglasi,1864,"Zvezdara, Slavujev venac - Stanka Vraza"
58,Niš,1," Pantelej , Čalije ,  ",87000,2.5,halooglasi,1500,"Dvoiposoban stan u novogradnji sa PDV-om, Čalije I"
79,Beograd,1," Opština Savski venac , Beograd na vodi ,  ",326000,3.0,halooglasi,4127,Lux 3.0 u zgradi Verde
80,Beograd,0.5," Opština Zemun , Meandri , Blagoja Jovovića ",150000,3.0,halooglasi,1875,"Blagoja Jovovića, Meandri, Zemun ID#2059"
46,Novi Sad,p," Opština Novi Sad , Adice , Ratarska ",92000,2.0,halooglasi,2000,Lux kompletno namesten stan
49,Niš,1," Medijana , Čair ,  ",101000,1.5,halooglasi,2061,"Nov jednoiposoban stan, Čair ID#4545"
60,Novi Sad,3," Opština Novi Sad , Liman 1 ,  ",124000,2.0,halooglasi,2067,"Novi Sad, Liman 1, Stan, 2.0, 60m2"
48,Novi Sad,2," Opština Novi Sad , Podbara , Patrijarha Čarnojevića ",115000,2.0,halooglasi,2396,"Dvosoban stan na Podbari u Novom Sadu, VLASNIK"
88,Beograd,5," Opština Zvezdara , Vukov Spomenik , Vojvode Šupljikca ",323280,3.0,halooglasi,3674,"Vračar-centar, 88.57m2, V, t-pumpa, novo"
46,Beograd,3," Opština Voždovac , Braće Jerković , Braće Jerković ",129000,2.0,halooglasi,2804,"2.0, Lux, Brace Jerkovic"
87,Beograd,p," Opština Novi Beograd , Hotel Jugoslavija , Aleksinačkih rudara ",235000,4.0,halooglasi,2701,Prodaja renoviranog stana Hotel YU
60,Vrnjačka Banja,1," Gradska lokacija , Centar , Kneza Miloša ",119000,3.0,halooglasi,1983,prodajem stan u centru Vrnjacke banje
62,Beograd,1," Opština Zemun , Kej , Dr Petra Markovića ",190000,2.0,halooglasi,3065,Stan na obali Dunava ID#4394
46,Beograd,1," Opština Savski venac , Karađorđeva , Karađorđeva ",135000,2.0,halooglasi,2935,Centar - Karađorđeva
67,Beograd,1," Opština Vračar , Južni bulevar , Južni bulevar ",179000,2.5,halooglasi,2672,"Vračar, Južni bulevar, 67m2, trostran, T+L, lift"
83,Beograd,p," Opština Zvezdara , Lion , Preševska ",240000,3.0,halooglasi,2892,"Lion, Presevska, 3.0, 83 m2"
90,Beograd,14," Opština Novi Beograd , Blok 64 , Gandijeva ",165000,3.0,halooglasi,1833,"Novi Beograd, blok 64, stan 90m2"
70,Čačak,0," Gradska lokacija , Velika kolonija , Đorđa Milovanovića ",62000,2.0,halooglasi,886,Prodajem dvosoban stan
46,Kopaonik,1," Planina , Čajetinska česma , Stefana Prvovenčanog ",86000,2.0,halooglasi,1870,Odličan apartman na Kopaoniku - mogućnost kredita
50,Kragujevac,p," Gradska lokacija , Stanovo , Ljubiše Bogdanovića ",49000,2.0,halooglasi,980,Renoviran stan 50 mkv Stanovo
127,Ruma,p," Gradska lokacija , Vrbare , Rade Končara ",60000,6,halooglasi,472,Na prodaju dva dvorišna stana u tipu spratne kuće
75,Pančevo,0.5," Gradska lokacija , Tesla ",72000,3.0,halooglasi,966,Trosoban stan u blizini Big-a!
75,Pančevo,p," Gradska lokacija , Tesla , Ilariona Ruvarca ",90900,3.0,halooglasi,1212,Sređen stan na odličnoj lokaciji!
28,Kruševac,p," Gradska lokacija , Rasadnik , Alekse santica b2 ",29400,0.5,halooglasi,1050,Prodajem garsonjeru 28 m2 u krusevcu rasadnik
57,Beograd,0," Opština Palilula , Višnjička Banja , Darinke Jevrić ",116000,3.0,halooglasi,2035,"Izuzetan 3.0 svetao,bez ulaganja, terasa, pogled"
50,Pančevo,p," Gradska lokacija , Mladost , Timočka ",50000,2.0,halooglasi,1000,Stan na prodaju
33,Zlatibor,-0.5," Planina , Centar , Drinske divizije ",60000,0.5,halooglasi,1818,Prodaja garsonjere
28,Beograd,1," Opština Zvezdara , Bulbulder , Krfska ",81363,0.5,halooglasi,2987,"Garsonjera 27m2, novogradnja, Krfska, Zvezdara"
45,Jagodina,1," Gradska lokacija , Aqua park ",59000,2.0,halooglasi,1311,Manji dvosoban stan odmah useljiv
63,Beograd,1," Opština Zvezdara , Bulbulder , Krfska ",176842,3.0,halooglasi,2850,"Trosoban stan 62m2, novogradnja, Krfska, Zvezdara"
53,Leskovac,p," Gradska lokacija , Zele Veljković , Zlatiborska ",38000,2.0,halooglasi,717,Na prodaju dvosoban stan
60,Novi Sad,5," Opština Novi Sad , Detelinara , Kornelije stankovica ",90000,3.0,halooglasi,1500,Povoljno
38,Kopaonik,0," Planina , Centar , - ",165000,2.0,halooglasi,4342,Apartman Centar Kopaonik
64,Kraljevo,1," Gradska lokacija , Centar , Cara Lazara ",88000,2.5,halooglasi,1375,Stan Kraljevo centar - Cara Lazara 73m2 (64+9)
68,Pančevo,1," Gradska lokacija , Kotež 2 , Ive Kurjačkog ",109000,3.0,halooglasi,1603,"3.0 stan u elitnom kompleksu ""K3 BLOK"""
73,Beograd,10," Opština Palilula , Karaburma , Mirijevski bulevar ",182500,3.0,halooglasi,2500,"BIG FASHION (Karaburma), Lux stan 73m2, uknjizen"
169,Beograd,1," Opština Novi Beograd , Blok 19a , Vladimira Popovića ",577500,4.0,halooglasi,3417,"Blok 19a, Park Apartmani, luksuzan stan sa garažom"
30,Trstenik,p," Gradska lokacija , Pejovac , Braće Spasojević ",22000,1.0,halooglasi,733,"Garsonjera na prodaju (Pejovac,Trastenik)"
27,Zlatibor,0," Planina , Centar , Bele vode ",59900,1.0,halooglasi,2260,Stan na Zlatiboru
38,Kraljevo,2," Gradska lokacija , Ribnica , Mira Dragišića ",41800,1.0,halooglasi,1100,Jednosoban stan u Ribnici
18,Vrnjačka Banja,2," Gradska lokacija , Snežnik ",41400,0.5,halooglasi,2300,"Apartman u hotelskom kompleksu, na šetalištu-18m2"
50,Vrnjačka Banja,2," Gradska lokacija , Širi centar ",92500,2.0,halooglasi,1850,"Jednosoban stan, sa parking mestom-50m2"
49,Novi Sad,3," Opština Novi Sad , Nova Detelinara ,  ",112300,2.0,halooglasi,2292,"Nova Detelinara, 49m2, Dvosoban, Odličan raspored"
56,Beograd,1," Opština Zemun , Zemun polje , Olge Petrov ",89000,2.0,halooglasi,1589,"Zemun, Zemun polje, Olge Petrov, 2.0, 56m2"
